HGNC_symbol,1921.stim,2921..stim,966.stim,921.unstim,921..unstim,6966.unstim
A1BG,6.538771651,6.590060898,6.417368493,6.906355321,6.936310697,6.95295225
A1BG-AS1,7.754941906,7.669480445,7.776009808,7.988578175,8.10126996,8.42740974
A2M,6.395906702,11.62667836,6.495641101,6.602302164,12.35250671,6.834332061
A2M-AS1,6.058513389,6.401249615,6.141806269,6.028044969,6.512108865,6.277846683
A2MP1,5.90063054,6.344798264,6.1850857,6.207898878,6.936310697,6.538124066
A4GALT,6.456536923,7.218506969,6.417368493,5.88294886,6.371894938,6.247764386
AAAS,11.43778435,11.55431452,10.89920129,11.47202085,11.74702685,10.96003473
AACS,11.71154846,11.71798156,11.02821756,12.09066956,12.10220788,11.20550529
AAGAB,12.13947492,12.02999172,12.52322049,11.49668187,11.86372834,11.05000066
AAK1,12.80897268,12.67419041,12.92761656,13.07174742,12.7315679,12.98704775
AAMDC,7.540522081,7.391445123,7.082397185,8.871258386,8.44729928,8.732147346
AAMP,13.30493463,12.57693747,13.05077935,12.17221718,12.26469754,12.18881436
AANAT,6.058513389,6.131617921,6.261649895,6.080957172,6.153695847,6.215893106
AAR2,12.53039016,11.92283119,12.31932859,11.45701919,11.35820125,11.35172072
AARD,6.058513389,6.248855168,6.86691066,6.446232613,6.39735457,7.736222011
AARS1,12.82476307,13.19625244,14.19653346,13.16190646,12.61586934,13.02485386
AARS2,10.35634091,10.67839005,10.52552192,9.96444332,10.60290197,10.33202648
AARSD1,8.69984349,8.394136805,8.703965898,7.535385036,7.722849914,8.08989105
AARSD1P1,5.990074363,6.031277264,5.889425093,5.684002536,6.068066365,5.872985945
AASDH,8.459282386,8.612525052,8.317480759,8.657284102,9.017596677,8.959153518
AASDHPPT,12.18588727,11.55670642,11.94520318,11.30165972,11.15688403,11.25747317
AASS,5.684002536,6.314537953,6.039207632,5.88294886,6.113084811,6.576674769
AATBC,6.456536923,6.590060898,6.566358688,5.965133095,6.39735457,6.359686744
AATF,13.23140518,12.81068688,13.00331903,11.98658529,12.28232073,12.09373897
AATK,6.744146361,6.131617921,7.492006268,6.446232613,6.153695847,8.151516347
ABALON,7.842363428,7.534064885,7.724070781,7.299424067,7.902637437,7.155755418
ABAT,9.055793138,8.72396613,10.61092845,9.730927828,9.789641224,10.38548983
ABCA1,6.42689428,9.119048811,7.239434727,7.114620437,9.377413083,9.239977254
ABCA10,5.684002536,5.884823932,6.224787199,5.684002536,5.876459265,6.333626357
ABCA11P,6.292768387,6.173951857,6.495641101,6.783502176,6.190960507,6.714897443
ABCA12,5.684002536,6.131617921,5.684002536,5.88294886,6.016855862,5.872985945
ABCA13,6.292768387,6.131617921,6.359695104,5.88294886,5.955976396,5.872985945
ABCA17P,6.744146361,6.669639609,6.928960673,7.028540909,6.962182103,6.977509478
ABCA2,10.44085197,11.57475634,10.83545728,11.92687388,12.64876665,12.48294371
ABCA3,9.695125787,10.06767317,9.838203538,12.10837639,11.58474815,12.38220366
ABCA5,7.316542334,7.677010328,9.106325894,7.988578175,8.174092903,9.672511068
ABCA6,5.684002536,6.131617921,5.97426954,5.88294886,6.068066365,5.684002536
ABCA7,10.63478321,9.930958811,10.4281718,12.86894807,11.76347322,13.12683744
ABCB1,6.783863247,8.27044053,6.543505487,7.258564463,9.140864352,7.124496784
ABCB10,10.69368815,10.59420562,10.35749305,11.66278534,11.2236625,11.32662186
ABCB4,5.684002536,6.706789986,5.684002536,5.965133095,6.868553314,5.872985945
ABCB5,5.684002536,5.884823932,5.889425093,5.965133095,5.876459265,6.306399962
ABCB6,8.915599036,8.367596261,8.589356807,8.576758153,8.317499689,8.543561243
ABCB7,10.27741133,10.47775547,10.10002526,10.41677484,10.3806799,9.984133875
ABCB8,11.33837121,11.31418812,11.20269021,11.38275498,11.26938246,11.17329029
ABCB9,7.351217946,7.065877391,7.669937302,8.236719997,7.997594019,8.753278598
ABCC1,14.69677133,14.38981916,15.25412478,13.57915836,13.13237207,14.5830202
ABCC10,10.97515904,11.0410229,10.91333898,11.37585841,11.47568775,11.58416467
ABCC11,5.90063054,5.884823932,6.495641101,6.028044969,6.068066365,6.432068258
ABCC2,6.212174677,6.314537953,6.328775079,6.697601493,6.648035044,6.977509478
ABCC3,6.329109341,8.788127206,6.039207632,5.88294886,9.690369875,5.684002536
ABCC4,10.97515904,10.5235151,11.56688302,9.685153846,9.820771074,10.66554554
ABCC5,8.74414368,8.846320707,9.106325894,10.08146645,9.959056431,11.03184226
ABCC6,7.038889162,6.742434788,7.637936577,6.877073352,6.780460976,7.755121515
ABCC8,5.90063054,5.684002536,6.224787199,5.684002536,5.684002536,6.010865934
ABCD1,9.270649892,9.495382953,9.026948849,10.70977219,10.86865304,10.42687432
ABCD2,9.121003809,10.06228549,9.447790146,11.59405774,10.91939652,11.17107993
ABCD3,11.10717268,10.5621567,11.63099506,10.59011251,10.5952235,10.41008794
ABCD4,9.868795826,10.45431815,9.854616993,11.08844823,10.96841333,11.23490128
ABCE1,14.31020609,13.29994864,14.22678139,11.38487038,11.29592379,11.22906985
ABCF1,14.01265471,13.93063293,14.09887165,12.54698198,12.90790536,12.57710512
ABCF2,13.54055527,12.63738344,13.57105874,11.50788582,11.42031379,11.48624074
ABCF3,12.06164782,11.53066148,12.02545136,11.43880869,11.33586496,11.75655352
ABCG1,8.783236581,7.343177262,10.45313373,11.17779596,8.652058804,11.84168011
ABCG2,6.944513597,7.053203711,7.029164777,6.679377489,6.648035044,5.951075045
ABCG4,5.684002536,5.684002536,5.684002536,6.080957172,5.955976396,6.061164679
ABHD1,6.484984805,6.42775076,6.29618768,6.660760119,6.445528701,6.875480175
ABHD10,11.18986562,10.96307614,10.80713037,10.40430226,10.60034703,10.40727107
ABHD11,8.575839428,8.515675639,8.402076007,8.667913433,9.073159964,8.859976477
ABHD11-AS1,6.589028203,6.776724038,6.470497404,7.377093604,7.372128541,6.977509478
ABHD12,11.52624382,11.71026769,11.27926559,11.90640776,12.09769043,11.82174557
ABHD13,11.30960479,10.67045495,11.18143409,10.95025665,10.34956331,10.59882845
ABHD14A,7.924292143,7.98900177,7.501083055,9.49766915,9.060722052,9.556608906
ABHD14A-ACY1,6.212174677,6.344798264,6.417368493,6.394675016,6.190960507,6.432068258
ABHD14B,10.79059704,10.33103736,10.73819536,12.08547739,11.19968475,12.17509808
ABHD15,10.59629872,10.98740281,10.63103582,12.17619126,12.28603146,11.57917327
ABHD15-AS1,6.821947294,6.45326313,6.359695104,6.127464679,5.955976396,5.684002536
ABHD16A,9.415943618,9.202700469,9.147088675,9.088727927,9.097712931,9.075857014
ABHD17A,13.01833304,12.30951853,12.0344575,13.93163519,13.33529284,13.35185811
ABHD17AP1,6.395906702,6.212790155,6.261649895,6.622249602,6.345379965,6.497529838
ABHD17AP3,5.90063054,6.031277264,5.97426954,6.028044969,6.113084811,6.010865934
ABHD17AP5,5.90063054,5.967778528,5.889425093,6.127464679,5.876459265,6.010865934
ABHD17AP6,6.116049387,5.684002536,5.889425093,5.88294886,6.068066365,6.061164679
ABHD17B,11.28898722,10.77199826,11.2211145,11.86078902,11.53971235,11.3531836
ABHD17C,7.231377828,7.669480445,6.928960673,7.102735711,7.936935437,6.698797151
ABHD18,9.850708539,9.753296678,9.660949691,10.08015909,10.04184512,9.880831113
ABHD2,12.79347962,12.75429809,13.14708168,13.21947125,13.49735619,12.82751749
ABHD3,10.48131593,10.62281756,10.20477488,10.77658485,11.04865797,10.24948332
ABHD4,10.48131593,11.22254479,10.05532136,12.70935505,11.99357668,12.37718081
ABHD5,10.08062584,10.08637249,9.961508071,9.42308334,9.959056431,9.227180678
ABHD6,10.67020873,10.44297259,10.92733929,10.11887118,9.709514985,10.23260265
ABHD8,9.308386163,9.754969528,9.061513692,11.08454822,10.6189788,10.69739535
ABI1,12.51243555,12.57174467,12.21387402,13.04173811,12.8447946,12.77629355
ABI2,11.4835706,11.66841526,11.46343076,10.80768099,11.30064976,10.94910942
ABI3,11.94536776,8.2656374,9.930887759,12.5067655,9.861253043,11.20766351
ABI3BP,6.058513389,5.884823932,6.389167843,6.169412848,6.225570687,6.384711672
ABITRAM,10.56231434,10.25165504,10.43472548,9.788167109,9.835360493,9.546369898
ABL1,11.63299462,11.6393719,11.66247772,12.01314809,11.93197558,11.99476502
ABL2,10.85266705,11.24051247,11.00052908,9.681704243,10.41599029,9.570147811
ABLIM1,9.637156409,9.885896217,8.850125123,12.12650057,11.27526363,12.01276817
ABLIM2,6.166599461,6.131617921,6.470497404,6.517105505,6.421868569,7.436794629
ABLIM3,5.684002536,6.031277264,6.039207632,5.684002536,6.113084811,6.518100858
ABR,11.48882856,12.09297191,12.04305079,13.01911207,13.65353992,13.29858586
ABRACL,12.81293651,12.29469522,12.38050178,12.38421165,12.04360083,11.99195118
ABRAXAS1,9.013866347,8.555228669,9.029861712,10.1290206,9.209989955,9.805679006
ABRAXAS2,11.2406247,10.93539242,11.00640262,10.60562527,10.54561829,10.48145524
ABT1,12.7756695,12.2531277,12.27958303,11.82501825,11.8113482,11.66647702
ABTB1,9.265176374,9.302504874,9.586167981,12.67541872,11.72415123,12.95946932
ABTB2,13.54111761,14.02552893,14.22890107,10.11121178,11.4877095,10.5027208
ACAA1,10.70578797,10.76456387,10.62340895,11.96165107,11.57481289,12.50152699
ACAA2,13.3041066,13.29049725,12.40848062,12.93375728,13.31766293,12.23370375
ACAA2P1,6.166599461,6.131617921,5.889425093,5.88294886,6.016855862,6.061164679
ACACA,12.13352033,11.85254668,11.93715774,10.88148159,11.16381813,10.54176607
ACACB,6.911019108,7.542450208,7.510093222,9.752456012,9.782128612,11.38261138
ACAD10,8.497657278,9.643760947,8.930419351,9.759015498,10.29264321,10.3739934
ACAD11,6.253970968,6.501690324,6.444439246,6.243638289,6.490586911,6.576674769
ACAD8,9.565675936,10.09431254,9.513485289,10.68679422,10.68637465,10.9151671
ACAD9,10.97349242,11.02106182,10.65554776,10.83192826,11.11813837,10.57560548
ACADM,11.25920779,11.51844244,11.49300706,10.76363066,10.95581519,10.70199777
ACADS,9.872386066,9.993176066,9.109080166,11.54713642,11.31265732,10.22728652
ACADSB,8.752049909,9.503378709,9.117311024,10.57813597,10.36369938,10.73455816
ACADVL,13.97527673,14.36567936,14.03605647,13.92447525,14.02864282,14.00616426
ACAN,5.990074363,6.031277264,6.039207632,5.684002536,5.876459265,5.872985945
ACAP1,12.10641617,12.52145777,11.25788677,14.41854107,14.25469274,13.95330954
ACAP2,10.73363165,10.89284311,10.85918592,12.51402974,12.08891635,12.31575151
ACAP2-IT1,5.90063054,6.084680694,6.224787199,6.394675016,6.317676649,6.497529838
ACAP3,10.73952875,10.89889129,10.49658459,10.53016449,10.859426,10.77588783
ACAT1,10.80566466,10.47674436,11.1129982,10.9778546,10.89875891,11.14259669
ACAT2,10.18382836,10.92727841,10.20221507,10.68507747,11.31005547,10.18073748
ACBD3,11.93898015,11.95763453,12.056553,11.36732479,11.26884662,11.14710204
ACBD3-AS1,6.253970968,6.131617921,6.261649895,6.080957172,6.016855862,6.145279158
ACBD4,8.832482616,8.566878252,8.707628913,9.816737478,9.387375453,9.898349896
ACBD5,10.45047578,10.5969995,10.2149688,10.94954201,10.97434264,11.07622579
ACBD6,11.08804827,10.4888311,10.65086622,10.93445215,10.57627966,10.48234761
ACBD7,6.363389184,6.401249615,5.97426954,6.934799929,6.810744174,6.631216698
ACCS,5.90063054,6.173951857,6.671805153,6.207898878,6.258007383,7.704090804
ACD,10.46003566,10.65980633,10.37463902,10.68163782,11.00877326,10.36143437
ACE,5.684002536,8.251125691,6.09381558,6.207898878,8.962442189,6.061164679
ACER1,5.684002536,5.684002536,5.684002536,6.27712853,5.955976396,5.872985945
ACER2,6.911019108,7.313240997,6.987404429,8.120986087,8.621665636,8.682615525
ACER3,10.22508433,10.16386466,10.70335416,10.21131984,10.28629521,10.49478299
ACHE,9.637156409,7.757034074,9.714128142,6.86209826,6.573231087,7.281976854
ACIN1,12.90078383,13.51883852,12.90893516,13.18590626,13.5611946,13.27190231
ACKR2,6.253970968,7.207480715,5.97426954,6.169412848,7.675422832,6.306399962
ACKR4,6.212174677,5.684002536,5.97426954,5.88294886,5.684002536,6.181888762
ACLY,14.70136954,14.31226659,14.51945224,14.0928783,14.2004658,13.82411436
ACMSD,6.058513389,5.684002536,6.039207632,6.127464679,5.955976396,5.684002536
ACO1,10.17223584,10.12046682,10.73995956,8.977108278,9.581966457,9.24844477
ACO2,13.00167775,12.64930898,12.750952,12.52581656,12.4655092,12.43587048
ACOD1,5.684002536,9.397916294,5.684002536,5.684002536,6.016855862,5.684002536
ACOT1,7.754941906,7.534064885,7.193423498,8.172524516,8.055606935,7.710581889
ACOT11,5.90063054,6.959946634,5.889425093,6.308732116,8.116152505,6.359686744
ACOT13,10.01883708,9.812321792,9.994452545,10.07360441,10.14957308,9.97273369
ACOT2,10.66298615,10.04463457,10.45205739,11.16122833,10.69438196,10.94588027
ACOT4,8.34789517,8.354131352,8.573338363,8.039778811,8.675248832,8.349518032
ACOT7,11.5211208,11.78316117,11.20907005,11.08649954,12.12931458,10.2452817
ACOT8,9.558996968,9.779830676,9.165717834,10.67040187,10.70393231,10.54347707
ACOT9,10.40665242,10.64368425,10.53266624,10.63793419,10.190953,10.57811165
ACOX1,11.10108043,11.57805683,11.35485699,11.90050655,11.5476848,11.67780595
ACOX2,5.90063054,6.031277264,5.684002536,5.684002536,6.153695847,5.872985945
ACOX3,10.60924154,11.26354053,10.33430909,9.944456448,10.26708132,9.836773566
ACOXL,8.112491605,8.539542407,7.832920367,8.265356604,7.116318349,6.631216698
ACOXL-AS1,6.395906702,6.42775076,6.224787199,6.207898878,6.153695847,6.215893106
ACP1,12.759571,12.24306571,12.47746308,12.12080171,12.03669474,11.76536913
ACP2,12.09036696,11.74717496,11.88871395,11.20079536,11.60823242,11.152714
ACP3,5.684002536,6.131617921,6.1850857,5.684002536,6.533028503,5.872985945
ACP4,6.116049387,6.031277264,6.039207632,5.965133095,6.225570687,6.105385029
ACP5,8.525756499,11.09139954,8.374452218,11.00836902,12.86212085,10.68659883
ACP6,8.619855747,8.1914804,8.799654193,9.374673913,8.748845926,9.667799168
ACRBP,6.212174677,6.401249615,6.09381558,6.517105505,6.764940439,6.746248139
ACRV1,6.166599461,6.524755774,5.684002536,6.27712853,6.512108865,5.872985945
ACSBG1,6.512361826,6.344798264,6.543505487,5.965133095,5.955976396,6.247764386
ACSBG2,5.684002536,6.084680694,5.97426954,6.127464679,6.068066365,6.061164679
ACSF2,7.038889162,7.77106276,6.800631988,9.697162412,9.677462732,9.194675965
ACSF3,10.32135767,10.37186597,10.35864249,10.99665584,10.64648199,10.87158274
ACSL1,12.34282279,12.8755285,11.85046665,10.22793711,11.38366528,10.21121915
ACSL3,11.47063651,11.53406433,11.33282654,10.88148159,11.2158995,10.58311094
ACSL4,14.94392116,14.7543648,15.14511285,12.75890989,12.81097744,12.93900209
ACSL5,13.66353917,14.2160063,13.39417081,12.16146297,12.84209661,12.39267134
ACSL6,14.17208636,14.1142416,13.6892366,11.8172083,12.82580181,9.465333447
ACSL6-AS1,6.589028203,6.706789986,6.470497404,5.684002536,6.068066365,5.684002536
ACSM1,6.116049387,7.983080723,6.328775079,5.965133095,6.345379965,6.010865934
ACSM2A,6.253970968,8.833595377,7.990159973,5.684002536,6.288621095,5.684002536
ACSM2B,6.292768387,8.09677949,7.545489294,5.684002536,6.016855862,5.872985945
ACSM3,6.564302067,7.303089865,7.613392467,6.602302164,7.012048757,7.930367795
ACSM5,5.684002536,6.793400613,6.543505487,5.684002536,6.258007383,5.872985945
ACSS1,11.59774119,12.11553313,11.76170442,12.87873511,12.80655562,12.4220012
ACSS2,9.705234867,10.07437948,11.15259598,10.64766346,10.83862711,10.18183732
ACSS3,6.876360283,6.344798264,6.328775079,6.27712853,6.288621095,6.181888762
ACTA1,6.166599461,5.967778528,5.97426954,5.684002536,6.113084811,5.872985945
ACTA2,8.908563028,9.529060066,9.703286597,10.48942151,10.14373046,10.87430327
ACTA2-AS1,6.783863247,7.027394568,6.958600472,6.783502176,6.68306074,6.901978847
ACTB,19.06304861,18.97601817,18.16582722,18.87886545,19.68466593,18.00604355
ACTBP11,5.90063054,6.031277264,5.97426954,5.88294886,5.955976396,5.951075045
ACTBP2,6.840428876,6.688413461,6.610175878,6.86209826,7.024151117,6.665675681
ACTBP9,5.684002536,6.031277264,5.684002536,6.169412848,5.955976396,5.951075045
ACTG1,18.0230649,17.63898289,17.11082746,17.89077824,18.40937816,17.02869948
ACTG1P1,5.990074363,6.031277264,5.889425093,6.080957172,6.190960507,6.277846683
ACTG1P10,6.058513389,5.884823932,5.889425093,6.27712853,6.068066365,6.454566232
ACTG1P14,6.166599461,6.084680694,5.97426954,6.169412848,6.153695847,5.684002536
ACTG1P15,6.116049387,6.031277264,5.97426954,6.080957172,6.113084811,5.684002536
ACTG1P17,5.90063054,6.084680694,5.889425093,5.965133095,6.190960507,6.359686744
ACTG1P20,6.702601238,6.314537953,6.519953428,6.169412848,6.225570687,6.408808821
ACTG1P24,5.684002536,5.684002536,5.684002536,5.965133095,6.113084811,6.010865934
ACTG1P25,6.058513389,6.031277264,6.039207632,6.338722966,6.258007383,6.181888762
ACTG1P3,6.253970968,6.173951857,6.29618768,6.169412848,5.876459265,6.061164679
ACTG2,7.166409408,6.54713893,7.654038032,5.684002536,5.876459265,5.872985945
ACTL6A,11.92223875,11.91129011,11.76733399,11.16738672,11.72258713,10.62814641
ACTL9,6.058513389,6.173951857,6.09381558,6.080957172,6.153695847,6.010865934
ACTN1,11.0434716,13.31598816,10.68332175,10.10608273,13.66325247,9.534330926
ACTN2,6.212174677,5.967778528,6.224787199,5.684002536,5.684002536,5.684002536
ACTN3,5.990074363,5.884823932,6.389167843,5.965133095,6.225570687,6.940448491
ACTN4,15.86862225,15.55099771,15.53122744,15.41153045,15.41104405,15.12691183
ACTN4P1,6.212174677,6.031277264,5.97426954,6.028044969,6.113084811,6.105385029
ACTR10,10.94060183,10.77611196,11.20077073,11.35118681,11.11217587,11.09616874
ACTR1A,12.92748329,12.71158463,12.54329663,12.93700362,12.87044179,12.31675126
ACTR1B,13.29862963,13.27446075,13.2787168,12.99526065,12.69833939,12.81129451
ACTR2,15.21353721,15.12601059,15.12400804,15.34381245,15.49046049,14.76715501
ACTR3,15.20064798,15.26917926,14.99769976,14.82457082,15.35625559,14.23642446
ACTR3-AS1,6.166599461,6.173951857,6.261649895,6.367314084,6.288621095,6.91496693
ACTR3B,8.946833894,8.555228669,9.275087116,7.988578175,8.040033522,8.412179888
ACTR3C,7.850026848,7.852187155,7.900733587,7.467563413,7.489787645,7.684417105
ACTR5,10.6113874,9.991759369,10.22130348,9.601804965,9.55220516,9.188084831
ACTR6,10.24734933,9.960232924,10.31193265,10.40534578,10.16465366,10.36434236
ACTR8,11.14763514,11.45112262,11.0274957,11.51562885,11.56698944,11.35950566
ACTRT3,7.152951725,6.825887558,7.056112649,6.27712853,6.533028503,6.181888762
ACVR1,11.40230963,11.04988198,11.70822414,10.79580025,10.43810424,10.33202648
ACVR1B,8.679234013,9.302504874,10.10962148,6.732952317,9.050692469,8.650742978
ACVR1C,7.865220157,8.134400954,7.205102626,7.719175082,7.354336868,6.834332061
ACVR2A,8.953682089,8.638477692,10.18805399,8.621256904,8.704510227,10.28368599
ACVR2B,9.834232567,9.532970388,9.728457018,9.765545086,9.54155145,9.989171702
ACVR2B-AS1,6.292768387,6.084680694,6.1850857,6.308732116,6.225570687,6.277846683
ACVRL1,5.684002536,7.162263987,5.889425093,5.684002536,7.837332987,5.684002536
ACY1,7.938655083,8.091318103,7.797644883,8.458846613,7.781358012,8.377284471
ACY3,6.456536923,6.742434788,5.889425093,6.560863378,6.795725336,5.872985945
ACYP1,7.994597135,8.761468865,7.804777023,8.901466767,9.349142229,8.300570739
ACYP2,9.090325024,8.964716646,8.813291257,10.01596375,9.403171863,9.606731974
ADA,10.04450877,10.53230036,9.421525322,11.91411663,12.11299239,10.21981076
ADA2,12.40624218,12.05659664,12.59485662,13.65252061,13.19827058,14.21279019
ADAD2,5.990074363,5.884823932,5.889425093,6.127464679,5.876459265,6.010865934
ADAL,9.159919246,9.052220483,9.13363081,8.546281636,8.983707976,8.472116474
ADAM10,13.67139414,13.28891598,12.80162511,14.84078903,13.79436149,14.26078197
ADAM11,5.90063054,6.031277264,6.141806269,6.367314084,6.113084811,6.820214893
ADAM12,5.684002536,7.499942022,6.141806269,5.684002536,7.800285793,6.277846683
ADAM15,11.90748341,11.0687801,11.05538401,11.54430038,11.18385412,10.64018819
ADAM17,12.61187973,12.78888345,11.83074898,10.83192826,11.14057352,10.45442358
ADAM19,16.16117297,16.3590725,14.76859503,15.4170946,15.82613385,14.33141834
ADAM1B,5.684002536,5.967778528,6.1850857,6.308732116,6.113084811,6.105385029
ADAM20P1,5.990074363,5.967778528,6.09381558,5.88294886,6.016855862,6.010865934
ADAM22,6.329109341,7.623336287,6.588566513,7.22693922,8.845213537,7.499670724
ADAM23,6.253970968,6.902594549,6.1850857,6.715453324,8.215976368,6.595266154
ADAM28,5.684002536,6.373645091,5.684002536,5.684002536,6.345379965,5.951075045
ADAM7-AS1,5.684002536,6.54713893,5.889425093,5.684002536,6.068066365,6.145279158
ADAM8,14.06764952,14.37736017,13.77383153,14.48596674,14.42041937,14.58608086
ADAM9,9.332127465,10.47876588,9.910628284,8.561603405,10.23777026,9.348278626
ADAMDEC1,5.684002536,7.583547825,6.039207632,5.684002536,7.942566086,6.010865934
ADAMTS1,6.116049387,6.610686002,6.1850857,5.88294886,6.764940439,5.872985945
ADAMTS10,7.395926168,6.173951857,7.315763702,8.20253083,6.371894938,8.160752213
ADAMTS13,6.42689428,6.959946634,6.729296722,6.660760119,7.036115996,7.263443949
ADAMTS14,6.681070627,11.83846238,7.613392467,5.965133095,10.55268441,6.010865934
ADAMTS15,5.684002536,5.967778528,5.97426954,5.88294886,6.016855862,6.181888762
ADAMTS17,6.613014956,6.477882595,7.095302903,6.169412848,5.955976396,6.277846683
ADAMTS4,5.990074363,5.967778528,6.141806269,6.27712853,6.068066365,6.631216698
ADAMTS6,8.75991181,7.272094141,7.839862153,7.289343419,7.1596285,6.805884279
ADAMTS7,10.41404965,9.610861046,6.09381558,10.33150563,9.745509357,6.333626357
ADAMTS7P1,5.90063054,5.884823932,5.684002536,5.684002536,5.955976396,6.306399962
ADAMTS7P3,5.684002536,5.884823932,5.684002536,5.88294886,5.876459265,6.181888762
ADAMTS7P4,6.058513389,5.967778528,6.671805153,7.172191086,6.490586911,7.804207032
ADAMTS8,5.990074363,6.031277264,5.684002536,6.028044969,6.153695847,6.408808821
ADAMTSL3,5.684002536,5.884823932,5.889425093,5.88294886,6.611488554,5.872985945
ADAMTSL4,6.821947294,7.994896558,7.205102626,6.83143489,7.99219275,7.19611196
ADAMTSL4-AS1,6.821947294,6.610686002,6.691392152,6.641726071,6.512108865,6.861957446
ADAMTSL4-AS2,5.684002536,5.967778528,6.09381558,6.169412848,6.153695847,6.105385029
ADAMTSL5,7.550226025,7.014249706,8.379094864,8.378611848,7.722849914,9.430471652
ADAP1,12.5382988,11.98025998,12.57079336,10.94093859,10.80574638,10.64178617
ADAP2,5.990074363,7.313240997,5.889425093,6.028044969,7.661541379,6.145279158
ADAR,15.2897994,15.42993005,15.29961483,14.59130335,14.58264096,14.54519033
ADARB1,12.16378103,11.89852504,12.01201821,11.67752741,11.97858512,11.59203255
ADARB2,5.684002536,5.684002536,6.09381558,6.080957172,6.016855862,7.444834232
ADAT1,10.40912239,10.56786449,10.32257543,11.10779153,11.05737329,10.67259756
ADAT2,9.992697956,9.325270566,10.32139678,7.599679338,8.045244832,8.249806757
ADAT3,9.843409251,8.908277249,9.447790146,9.493735576,9.157297271,8.84882431
ADCK1,8.478602835,8.64580491,8.331946945,8.227039074,8.439535459,8.104364601
ADCK2,11.02589088,10.55546887,10.7150618,11.35442889,11.05613146,11.0421601
ADCK5,8.683380278,8.902202762,8.433618934,9.559176442,9.568038291,9.332449849
ADCY1,8.099892657,9.100652308,9.761924348,9.152709526,9.760881291,10.14847042
ADCY10,5.90063054,5.684002536,5.889425093,6.028044969,6.153695847,6.010865934
ADCY10P1,6.783863247,6.373645091,6.83434583,7.066279886,6.810744174,7.38739697
ADCY3,12.39010065,12.60862996,12.4118019,10.89119093,11.79915667,10.2452817
ADCY4,6.363389184,6.688413461,6.141806269,7.348563625,7.668501079,7.428701214
ADCY5,5.990074363,5.684002536,6.261649895,6.169412848,6.153695847,6.497529838
ADCY6,6.764220249,6.931678477,8.707628913,6.877073352,7.251349119,7.874523615
ADCY7,10.97265838,11.70078323,10.63008467,12.95846119,13.28862927,12.34274992
ADCY9,10.15614187,9.658143749,10.42488374,12.88621867,11.04490663,12.73444945
ADD1,13.33183394,13.84801731,13.28476713,14.34006452,14.39001872,14.21030448
ADD2,5.684002536,5.884823932,6.039207632,6.028044969,6.258007383,6.061164679
ADD3,10.5080573,10.60627348,11.09381842,13.39142771,12.39975425,13.09892564
ADD3-AS1,5.90063054,5.684002536,5.684002536,6.308732116,6.068066365,6.010865934
ADGRA2,6.116049387,6.344798264,6.039207632,6.338722966,7.036115996,6.538124066
ADGRA3,6.564302067,7.784940667,6.1850857,6.080957172,6.825527417,6.333626357
ADGRB1,6.329109341,6.759740468,7.347005239,6.560863378,7.241516373,7.19611196
ADGRB2,10.98180633,9.81873255,13.0108213,7.910951595,7.695964939,9.663071704
ADGRD1,5.684002536,6.501690324,5.889425093,5.684002536,6.749152272,5.684002536
ADGRE1,6.058513389,6.212790155,8.494622498,6.660760119,6.190960507,8.400646055
ADGRE2,6.992773616,9.771591468,7.120663611,6.560863378,9.307756652,6.648622343
ADGRE3,6.058513389,6.282649104,5.684002536,5.684002536,6.882481134,5.684002536
ADGRE4P,5.684002536,5.684002536,5.684002536,5.88294886,6.700053429,6.105385029
ADGRE5,14.24620812,15.2128697,14.87217858,14.84353049,15.02091193,14.4555105
ADGRF3,6.911019108,7.218506969,6.710547971,7.441127455,7.46551967,6.776548116
ADGRG1,9.86699733,10.20599011,11.61475195,9.911004154,10.21677971,11.83262133
ADGRG2,8.724180759,9.049480648,9.664681279,9.70057501,9.600898809,11.10834998
ADGRG3,5.684002536,6.401249615,5.684002536,5.684002536,6.317676649,5.951075045
ADGRG5,9.731189256,9.417102745,7.613392467,10.24902372,9.585427401,7.924888769
ADGRL1,10.49183921,10.15123609,11.04543481,12.07274263,11.06294829,12.65387275
ADGRL1-AS1,7.578891227,7.839012912,8.073946525,7.77497242,7.891003312,8.075259874
ADGRL2,5.90063054,6.610686002,5.97426954,5.684002536,6.068066365,6.010865934
ADGRV1,6.960853961,6.902594549,6.63122822,6.641726071,6.445528701,6.518100858
ADH5,10.63689137,10.88753004,10.68056833,12.25258824,11.95313648,12.13768197
ADH5P4,5.684002536,6.031277264,5.684002536,6.169412848,6.113084811,6.145279158
ADH5P5,5.684002536,5.684002536,6.1850857,5.684002536,5.684002536,6.384711672
ADHFE1,6.329109341,6.501690324,6.588566513,7.768128535,7.831231239,8.69828336
ADI1,11.12003381,11.18962752,10.86404687,12.48277744,12.07856107,12.5773137
ADIPOR1,12.79866248,12.40763468,12.50933501,12.8436095,12.56877622,12.85116998
ADIPOR2,13.37473966,13.14520715,13.07070107,13.09808721,13.01079131,13.03809783
ADIRF-AS1,6.212174677,6.401249615,6.039207632,6.394675016,6.749152272,6.408808821
ADK,10.02207125,10.32205506,9.523803892,10.83502742,10.91048983,10.67883716
ADM,5.990074363,10.33439131,6.29618768,5.965133095,9.844043403,5.872985945
ADM2,8.099892657,8.953020762,10.66207644,9.206722091,8.130872403,8.710692513
