,ensembl_gene_id,ensembl_transcript_id,hgnc_symbol
92796,ENSG00000171160,ENST00000307450,MORN4
24894,ENSG00000171161,ENST00000510904,ZNF672
25970,ENSG00000171163,ENST00000463519,ZNF692
93764,ENSG00000171169,ENST00000470245,NAIF1
32595,ENSG00000171174,ENST00000302188,RBKS
144000,ENSG00000171189,ENST00000327783,GRIK1
99986,ENSG00000171202,ENST00000525353,TMEM126A
99948,ENSG00000171204,ENST00000393375,TMEM126B
96363,ENSG00000171206,ENST00000643721,TRIM8
129758,ENSG00000171208,ENST00000562435,NETO2
60299,ENSG00000171217,ENST00000367165,CLDN20
95282,ENSG00000171219,ENST00000342711,CDC42BPG
145172,ENSG00000171222,ENST00000305978,SCAND1
153874,ENSG00000171223,ENST00000302754,JUNB
96650,ENSG00000171224,ENST00000373279,FAM241B
24409,ENSG00000171227,ENST00000409826,TMEM37
153186,ENSG00000171236,ENST00000306390,LRG1
129888,ENSG00000171241,ENST00000303383,SHCBP1
159687,ENSG00000171246,ENST00000306773,NPTX1
134972,ENSG00000171262,ENST00000397609,FAM98B
156925,ENSG00000171291,ENST00000592495,ZNF439
143646,ENSG00000171295,ENST00000304060,ZNF440
159708,ENSG00000171298,ENST00000570803,GAA
157732,ENSG00000171302,ENST00000392446,CANT1
29783,ENSG00000171303,ENST00000302909,KCNK3
93588,ENSG00000171307,ENST00000370854,ZDHHC16
129544,ENSG00000171310,ENST00000550711,CHST11
93701,ENSG00000171311,ENST00000370902,EXOSC1
93051,ENSG00000171314,ENST00000334828,PGAM1
101154,ENSG00000171316,ENST00000423902,CHD7
100505,ENSG00000171320,ENST00000523566,ESCO2
91504,ENSG00000171365,ENST00000376088,CLCN5
59998,ENSG00000171368,ENST00000360578,TPPP
27816,ENSG00000171385,ENST00000369697,KCND3
94551,ENSG00000171388,ENST00000429967,APLN
59564,ENSG00000171408,ENST00000308191,PDE7B
58149,ENSG00000171421,ENST00000505059,MRPL36
151160,ENSG00000171425,ENST00000587252,ZNF581
95208,ENSG00000171428,ENST00000517441,NAT1
130698,ENSG00000171435,ENST00000339824,KSR2
151157,ENSG00000171443,ENST00000589521,ZNF524
59136,ENSG00000171444,ENST00000302475,MCC
94907,ENSG00000171448,ENST00000373656,ZBTB26
147640,ENSG00000171451,ENST00000310045,DSEL
61062,ENSG00000171453,ENST00000428025,POLR1C
151355,ENSG00000171456,ENST00000651418,ASXL1
58408,ENSG00000171462,ENST00000430324,DLK2
149784,ENSG00000171466,ENST00000453372,ZNF562
58375,ENSG00000171467,ENST00000607252,ZNF318
149748,ENSG00000171469,ENST00000444802,ZNF561
144111,ENSG00000171475,ENST00000583268,WIPF2
58599,ENSG00000171476,ENST00000420433,HOPX
26561,ENSG00000171488,ENST00000479252,LRRC8C
137988,ENSG00000171490,ENST00000571133,RSL1D1
23738,ENSG00000171492,ENST00000525774,LRRC8D
98603,ENSG00000171496,ENST00000641027,OR1L8
63558,ENSG00000171497,ENST00000307720,PPID
63510,ENSG00000171503,ENST00000512251,ETFDH
23894,ENSG00000171517,ENST00000440886,LPAR3
59552,ENSG00000171522,ENST00000302472,PTGER4
65082,ENSG00000171530,ENST00000380377,TBCA
101173,ENSG00000171533,ENST00000304771,MAP6
25041,ENSG00000171551,ENST00000411860,ECEL1
142234,ENSG00000171552,ENST00000376062,BCL2L1
60154,ENSG00000171566,ENST00000499023,PLRG1
146738,ENSG00000171570,ENST00000601949,RAB4B-EGLN2
147055,ENSG00000171574,ENST00000596921,ZNF584
157707,ENSG00000171595,ENST00000311014,DNAI2
25187,ENSG00000171596,ENST00000305141,NMUR1
34844,ENSG00000171603,ENST00000377298,CLSTN1
65182,ENSG00000171604,ENST00000502295,CXXC5
147525,ENSG00000171606,ENST00000424679,ZNF274
34892,ENSG00000171608,ENST00000698706,PIK3CD
60196,ENSG00000171611,ENST00000441198,PTCRA
22558,ENSG00000171612,ENST00000302692,SLC25A33
62749,ENSG00000171617,ENST00000302351,ENC1
22264,ENSG00000171621,ENST00000328089,SPSB1
99834,ENSG00000171631,ENST00000393592,P2RY6
157927,ENSG00000171634,ENST00000306378,BPTF
65063,ENSG00000171643,ENST00000513010,S100Z
151712,ENSG00000171649,ENST00000598726,ZIK1
92890,ENSG00000171657,ENST00000302548,GPR82
68091,ENSG00000171658,ENST00000423298,NMRAL2P
96293,ENSG00000171659,ENST00000378142,GPR34
27131,ENSG00000171680,ENST00000487949,PLEKHG5
103143,ENSG00000171681,ENST00000539659,ATF7IP
151911,ENSG00000171695,ENST00000302096,LKAAEAR1
151907,ENSG00000171700,ENST00000395042,RGS19
140920,ENSG00000171703,ENST00000475792,TCEA2
102112,ENSG00000171714,ENST00000664026,ANO5
63149,ENSG00000171720,ENST00000469550,HDAC3
129732,ENSG00000171723,ENST00000315266,GPHN
130027,ENSG00000171724,ENST00000302536,VAT1L
22357,ENSG00000171729,ENST00000376014,TMEM51
35156,ENSG00000171735,ENST00000490738,CAMTA1
154883,ENSG00000171747,ENST00000595291,LGALS4
68937,ENSG00000171757,ENST00000446859,LRRC34
130292,ENSG00000171763,ENST00000305560,SPATA5L1
130273,ENSG00000171766,ENST00000396659,GATM
99428,ENSG00000171772,ENST00000479535,SYCE1
148671,ENSG00000171777,ENST00000615340,RASGRP4
34432,ENSG00000171786,ENST00000302101,NHLH1
32452,ENSG00000171790,ENST00000693284,SLFNL1
146102,ENSG00000171791,ENST00000677635,BCL2
103830,ENSG00000171792,ENST00000536063,RHNO1
34609,ENSG00000171793,ENST00000696107,CTPS1
97531,ENSG00000171794,ENST00000304477,UTF1
97830,ENSG00000171798,ENST00000478074,KNDC1
24276,ENSG00000171806,ENST00000303469,METTL18
102349,ENSG00000171811,ENST00000368586,CFAP46
30318,ENSG00000171812,ENST00000397799,COL8A2
94335,ENSG00000171813,ENST00000631148,PWWP2B
151745,ENSG00000171817,ENST00000592533,ZNF540
103517,ENSG00000171823,ENST00000339235,FBXL14
29148,ENSG00000171824,ENST00000304457,EXOSC10
152348,ENSG00000171827,ENST00000587363,ZNF570
103805,ENSG00000171840,ENST00000305108,NINJ2
94162,ENSG00000171843,ENST00000380338,MLLT3
103635,ENSG00000171847,ENST00000307435,FAM90A1
26589,ENSG00000171848,ENST00000641198,RRM2
22132,ENSG00000171853,ENST00000382110,TRAPPC12
140715,ENSG00000171858,ENST00000343986,RPS21
103667,ENSG00000171860,ENST00000307637,C3AR1
134082,ENSG00000171861,ENST00000304478,MRM3
102281,ENSG00000171862,ENST00000688308,PTEN
22181,ENSG00000171863,ENST00000645674,RPS7
22176,ENSG00000171865,ENST00000436842,RNASEH1
143058,ENSG00000171867,ENST00000430350,PRNP
127423,ENSG00000171877,ENST00000417257,FRMD5
134420,ENSG00000171914,ENST00000561322,TLN2
148584,ENSG00000171916,ENST00000581545,LGALS9C
148639,ENSG00000171928,ENST00000574294,TVP23B
145386,ENSG00000171940,ENST00000371471,ZNF217
24040,ENSG00000171943,ENST00000367123,SRGAP2C
141925,ENSG00000171953,ENST00000584205,ATPAF2
145022,ENSG00000171954,ENST00000269703,CYP4F22
127753,ENSG00000171956,ENST00000396057,FOXB1
27665,ENSG00000171960,ENST00000677900,PPIH
142302,ENSG00000171962,ENST00000582416,DRC3
158268,ENSG00000171970,ENST00000306908,ZNF57
139788,ENSG00000171984,ENST00000378979,SHLD1
99547,ENSG00000171988,ENST00000467356,JMJD1C
127559,ENSG00000171989,ENST00000307144,LDHAL6B
59570,ENSG00000171992,ENST00000394243,SYNPO
31651,ENSG00000172005,ENST00000489399,MAL
154441,ENSG00000172006,ENST00000317243,ZNF554
61018,ENSG00000172007,ENST00000507271,RAB33B
154427,ENSG00000172009,ENST00000307741,THOP1
100028,ENSG00000172014,ENST00000357336,ANKRD20A4P
27360,ENSG00000172031,ENST00000370383,EPHX4
26316,ENSG00000172037,ENST00000467506,LAMB2
30951,ENSG00000172046,ENST00000398896,USP19
26200,ENSG00000172053,ENST00000482248,QARS1
144724,ENSG00000172057,ENST00000304046,ORMDL3
26583,ENSG00000172059,ENST00000401510,KLF11
65957,ENSG00000172062,ENST00000503079,SMN1
28873,ENSG00000172071,ENST00000682603,EIF2AK3
161017,ENSG00000172081,ENST00000357066,MOB3A
22922,ENSG00000172086,ENST00000347055,KRCC1
27889,ENSG00000172113,ENST00000451657,NME6
59782,ENSG00000172115,ENST00000305786,CYCS
33041,ENSG00000172116,ENST00000393761,CD8B
157584,ENSG00000172123,ENST00000304905,SLFN12
92237,ENSG00000172159,ENST00000328788,FRMD3
94531,ENSG00000172164,ENST00000395601,SNTB1
93463,ENSG00000172167,ENST00000456899,MTBP
142989,ENSG00000172171,ENST00000579183,TEFM
93484,ENSG00000172172,ENST00000521648,MRPL13
150187,ENSG00000172175,ENST00000649217,MALT1
132471,ENSG00000172183,ENST00000379224,ISG20
58329,ENSG00000172197,ENST00000324607,MBOAT1
27229,ENSG00000172215,ENST00000438735,CXCR6
147314,ENSG00000172216,ENST00000303004,CEBPB
58910,ENSG00000172239,ENST00000306846,PAIP1
93163,ENSG00000172243,ENST00000353231,CLEC7A
58319,ENSG00000172244,ENST00000306862,C5orf34
98632,ENSG00000172247,ENST00000302514,C1QTNF4
151281,ENSG00000172250,ENST00000359906,SERHL
63214,ENSG00000172262,ENST00000503599,ZNF131
146301,ENSG00000172264,ENST00000217246,MACROD2
102808,ENSG00000172269,ENST00000682232,DPAGT1
155314,ENSG00000172270,ENST00000545507,BSG
101519,ENSG00000172273,ENST00000350777,HINFP
25884,ENSG00000172292,ENST00000305747,CERS6
144779,ENSG00000172301,ENST00000302362,COPRS
149153,ENSG00000172315,ENST00000372114,TP53RK
103523,ENSG00000172322,ENST00000355690,CLEC12A
61485,ENSG00000172331,ENST00000344924,BPGM
63806,ENSG00000172336,ENST00000303151,POP7
23657,ENSG00000172339,ENST00000370205,ALG14
25691,ENSG00000172340,ENST00000493112,SUCLG2
132952,ENSG00000172345,ENST00000302824,STARD5
133335,ENSG00000172349,ENST00000560989,IL16
101534,ENSG00000172350,ENST00000619701,ABCG4
63783,ENSG00000172354,ENST00000451587,GNB2
150271,ENSG00000172361,ENST00000398545,CFAP53
137824,ENSG00000172366,ENST00000619377,MCRIP2
101412,ENSG00000172375,ENST00000534024,C2CD2L
134094,ENSG00000172379,ENST00000529181,ARNT2
34772,ENSG00000172380,ENST00000370982,GNG12
134562,ENSG00000172382,ENST00000543965,PRSS27
59439,ENSG00000172403,ENST00000610556,SYNPO2
141277,ENSG00000172404,ENST00000307221,DNAJB7
100215,ENSG00000172409,ENST00000681650,CLP1
102911,ENSG00000172425,ENST00000528570,TTC36
61138,ENSG00000172426,ENST00000372163,RSPH9
26338,ENSG00000172428,ENST00000307266,COPS9
61128,ENSG00000172432,ENST00000496137,GTPBP2
26005,ENSG00000172456,ENST00000582567,FGGY
127607,ENSG00000172458,ENST00000498088,IL17D
138417,ENSG00000172460,ENST00000506153,PRSS30P
93366,ENSG00000172465,ENST00000372626,TCEAL1
142428,ENSG00000172466,ENST00000261332,ZNF24
64051,ENSG00000172469,ENST00000369293,MANEA
64661,ENSG00000172493,ENST00000504956,AFF1
96567,ENSG00000172500,ENST00000357519,FIBP
103536,ENSG00000172508,ENST00000525907,CARNS1
138197,ENSG00000172530,ENST00000569400,BANP
98314,ENSG00000172531,ENST00000537694,PPP1CA
93206,ENSG00000172534,ENST00000444191,HCFC1
102188,ENSG00000172538,ENST00000311787,FAM170B
99435,ENSG00000172543,ENST00000528419,CTSW
62141,ENSG00000172548,ENST00000435489,NIPAL4
138047,ENSG00000172551,ENST00000652289,MUCL1
62136,ENSG00000172568,ENST00000312349,FNDC9
134979,ENSG00000172575,ENST00000310803,RASGRP1
61006,ENSG00000172578,ENST00000341319,KLHL6
96542,ENSG00000172586,ENST00000372837,CHCHD1
131140,ENSG00000172590,ENST00000557543,MRPL52
59128,ENSG00000172594,ENST00000368440,SMPDL3A
137012,ENSG00000172602,ENST00000550607,RND1
101858,ENSG00000172613,ENST00000622583,RAD9A
96489,ENSG00000172638,ENST00000527277,EFEMP2
98791,ENSG00000172650,ENST00000443782,AGAP5
99456,ENSG00000172661,ENST00000374362,WASHC2C
98360,ENSG00000172663,ENST00000308022,TMEM134
65934,ENSG00000172667,ENST00000652290,ZMAT3
91856,ENSG00000172671,ENST00000344646,ZFAND4
65499,ENSG00000172673,ENST00000368250,THEMIS
156868,ENSG00000172687,ENST00000311015,ZNF738
93370,ENSG00000172689,ENST00000308287,MS4A10
157618,ENSG00000172716,ENST00000308377,SLFN11
134381,ENSG00000172717,ENST00000524532,GARIN2
96137,ENSG00000172724,ENST00000311925,CCL19
98349,ENSG00000172725,ENST00000341356,CORO1B
91752,ENSG00000172728,ENST00000327671,FUT10
100600,ENSG00000172731,ENST00000395011,LRRC20
99411,ENSG00000172732,ENST00000529857,MUS81
65968,ENSG00000172738,ENST00000652495,TMEM217
97756,ENSG00000172748,ENST00000521145,ZNF596
99380,ENSG00000172757,ENST00000530157,CFL1
31043,ENSG00000172765,ENST00000432054,TMCC1
127322,ENSG00000172766,ENST00000379406,NAA16
28549,ENSG00000172771,ENST00000505956,EFCAB12
133314,ENSG00000172775,ENST00000309137,PSME3IP1
27190,ENSG00000172780,ENST00000393304,RAB43
99566,ENSG00000172785,ENST00000356521,CBWD1
147467,ENSG00000172794,ENST00000340415,RAB37
62825,ENSG00000172795,ENST00000515408,DCP2
25182,ENSG00000172799,ENST00000423890,ZBTB8OSP2
99399,ENSG00000172803,ENST00000533298,SNX32
157690,ENSG00000172809,ENST00000439590,RPL38
92253,ENSG00000172817,ENST00000523954,CYP7B1
99377,ENSG00000172818,ENST00000335987,OVOL1
129460,ENSG00000172819,ENST00000425354,RARG
138090,ENSG00000172824,ENST00000540947,CES4A
136374,ENSG00000172828,ENST00000394037,CES3
101847,ENSG00000172830,ENST00000376757,SSH3
136291,ENSG00000172831,ENST00000417689,CES2
130234,ENSG00000172840,ENST00000566543,PDP2
28941,ENSG00000172845,ENST00000651846,SP3
129227,ENSG00000172867,ENST00000309680,KRT2
63301,ENSG00000172869,ENST00000509902,DMXL1
23470,ENSG00000172878,ENST00000315796,METAP1D
30641,ENSG00000172888,ENST00000403205,ZNF621
94925,ENSG00000172889,ENST00000371699,EGFL7
102160,ENSG00000172890,ENST00000534634,NADSYN1
103324,ENSG00000172893,ENST00000534795,DHCR7
63850,ENSG00000172901,ENST00000504467,LVRN
127798,ENSG00000172915,ENST00000692464,NBEA
99363,ENSG00000172922,ENST00000644198,RNASEH2C
103467,ENSG00000172927,ENST00000544008,MYEOV
101830,ENSG00000172932,ENST00000512101,ANKRD13D
31309,ENSG00000172936,ENST00000396334,MYD88
22613,ENSG00000172939,ENST00000492714,OXSR1
22468,ENSG00000172940,ENST00000311856,SLC22A13
96170,ENSG00000172943,ENST00000357988,PHF8
25835,ENSG00000172954,ENST00000466477,LCLAT1
23486,ENSG00000172965,ENST00000645030,MIR4435-2HG
148096,ENSG00000172967,ENST00000331428,XKR3
22475,ENSG00000172974,ENST00000467568,VDAC2P5
99329,ENSG00000172977,ENST00000377046,KAT5
23085,ENSG00000172985,ENST00000309415,SH3RF3
22831,ENSG00000172986,ENST00000389617,GXYLT2
159094,ENSG00000172992,ENST00000342350,DCAKD
59049,ENSG00000173011,ENST00000506692,TADA2B
58980,ENSG00000173013,ENST00000310085,CCDC96
101816,ENSG00000173020,ENST00000308595,GRK2
103933,ENSG00000173039,ENST00000612991,RELA
58893,ENSG00000173040,ENST00000475313,EVC2
65210,ENSG00000173041,ENST00000309683,ZNF680
137325,ENSG00000173064,ENST00000550722,HECTD4
157060,ENSG00000173065,ENST00000582059,FAM222B
92930,ENSG00000173077,ENST00000648852,DELEC1
26051,ENSG00000173080,ENST00000368318,RXFP4
63027,ENSG00000173083,ENST00000311412,HPSE
63020,ENSG00000173085,ENST00000503391,COQ2
26846,ENSG00000173110,ENST00000309758,HSPA6
101944,ENSG00000173113,ENST00000535750,TRMT112
60187,ENSG00000173114,ENST00000308478,LRRN3
93979,ENSG00000173120,ENST00000398645,KDM2A
95135,ENSG00000173137,ENST00000534714,ADCK5
127871,ENSG00000173141,ENST00000309594,MRPL57
94615,ENSG00000173145,ENST00000371361,NOC3L
98508,ENSG00000173153,ENST00000406310,ESRRA
93772,ENSG00000173156,ENST00000308831,RHOD
32573,ENSG00000173163,ENST00000472729,COMMD1
24795,ENSG00000173166,ENST00000457812,RAPH1
29520,ENSG00000173171,ENST00000368376,MTX1
31541,ENSG00000173175,ENST00000462833,ADCY5
23856,ENSG00000173193,ENST00000474629,PARP14
91609,ENSG00000173198,ENST00000373304,CYSLTR1
29637,ENSG00000173200,ENST00000483793,PARP15
30965,ENSG00000173207,ENST00000368439,CKS1B
132109,ENSG00000173208,ENST00000308666,ABCD2
27697,ENSG00000173209,ENST00000357022,AHSA2P
61342,ENSG00000173210,ENST00000326685,ABLIM3
58634,ENSG00000173214,ENST00000671876,MFSD4B
23970,ENSG00000173218,ENST00000369510,VANGL1
58435,ENSG00000173221,ENST00000508780,GLRX
28930,ENSG00000173226,ENST00000310864,IQCB1
31349,ENSG00000173230,ENST00000340645,GOLGB1
96203,ENSG00000173239,ENST00000404743,LIPM
97691,ENSG00000173253,ENST00000635183,DMRT2
97409,ENSG00000173258,ENST00000358151,ZNF483
102044,ENSG00000173262,ENST00000340749,SLC2A14
104066,ENSG00000173264,ENST00000546139,GPR137
25085,ENSG00000173272,ENST00000427024,MZT2A
91545,ENSG00000173273,ENST00000520408,TNKS
94990,ENSG00000173275,ENST00000370761,ZNF449
140632,ENSG00000173276,ENST00000398505,ZBTB21
91531,ENSG00000173281,ENST00000310455,PPP1R3B
101252,ENSG00000173295,ENST00000522601,FAM86B3P
60261,ENSG00000173320,ENST00000513034,STOX2
102977,ENSG00000173327,ENST00000532507,MAP3K11
94643,ENSG00000173334,ENST00000311922,TRIB1
102971,ENSG00000173338,ENST00000340313,KCNK7
33918,ENSG00000173369,ENST00000510260,C1QB
33906,ENSG00000173372,ENST00000695738,C1QA
59336,ENSG00000173376,ENST00000379692,NDNF
92990,ENSG00000173391,ENST00000309539,OLR1
137286,ENSG00000173401,ENST00000378695,GLIPR1L1
30259,ENSG00000173402,ENST00000469139,DAG1
139806,ENSG00000173404,ENST00000310227,INSM1
34765,ENSG00000173409,ENST00000497753,ARV1
145015,ENSG00000173418,ENST00000310450,NAA20
22861,ENSG00000173436,ENST00000648702,MICOS10
102960,ENSG00000173442,ENST00000533237,EHBP1L1
129021,ENSG00000173451,ENST00000308086,THAP2
103462,ENSG00000173456,ENST00000311413,RNF26
95051,ENSG00000173457,ENST00000309318,PPP1R14B
102950,ENSG00000173465,ENST00000531405,ZNRD2
22742,ENSG00000173473,ENST00000254480,SMARCC1
149844,ENSG00000173480,ENST00000594396,ZNF417
145617,ENSG00000173482,ENST00000580170,PTPRM
97135,ENSG00000173486,ENST00000536642,FKBP2
99323,ENSG00000173511,ENST00000309422,VEGFB
133356,ENSG00000173517,ENST00000560626,PEAK1
97954,ENSG00000173530,ENST00000312584,TNFRSF10D
29127,ENSG00000173531,ENST00000448220,MST1
97951,ENSG00000173535,ENST00000517558,TNFRSF10C
25945,ENSG00000173540,ENST00000480687,GMPPB
60942,ENSG00000173542,ENST00000502869,MOB1B
62729,ENSG00000173545,ENST00000308683,ZNF622
128563,ENSG00000173546,ENST00000308508,CSPG4
129940,ENSG00000173548,ENST00000308527,SNX33
28170,ENSG00000173559,ENST00000491331,NABP1
30158,ENSG00000173567,ENST00000459892,ADGRF3
135611,ENSG00000173575,ENST00000626874,CHD2
27964,ENSG00000173578,ENST00000683768,XCR1
151164,ENSG00000173581,ENST00000592996,CCDC106
27959,ENSG00000173585,ENST00000395963,CCR9
137892,ENSG00000173588,ENST00000552632,CEP83
131205,ENSG00000173598,ENST00000337179,NUDT4
103908,ENSG00000173599,ENST00000529047,PC
94440,ENSG00000173611,ENST00000336505,SCAI
22346,ENSG00000173614,ENST00000403197,NMNAT1
103930,ENSG00000173621,ENST00000531590,LRFN4
141203,ENSG00000173638,ENST00000417954,SLC19A1
29784,ENSG00000173641,ENST00000411503,HSPB7
103899,ENSG00000173653,ENST00000533277,RCE1
22757,ENSG00000173660,ENST00000311672,UQCRH
97241,ENSG00000173674,ENST00000379607,EIF1AX
66708,ENSG00000173678,ENST00000507450,SPDYE2B
97340,ENSG00000173681,ENST00000379682,BCLAF3
26505,ENSG00000173692,ENST00000677230,PSMD1
91475,ENSG00000173698,ENST00000379873,ADGRG2
23283,ENSG00000173706,ENST00000311127,HEG1
103880,ENSG00000173715,ENST00000534325,C11orf80
24556,ENSG00000173726,ENST00000366607,TOMM20
104527,ENSG00000173727,ENST00000637245,
24789,ENSG00000173728,ENST00000366537,C1orf100
28718,ENSG00000173744,ENST00000409979,AGFG1
160711,ENSG00000173757,ENST00000698801,STAT5B
151779,ENSG00000173762,ENST00000584284,CD7
158099,ENSG00000173786,ENST00000472031,CNP
145333,ENSG00000173801,ENST00000393930,JUP
145132,ENSG00000173805,ENST00000458656,HAP1
159717,ENSG00000173809,ENST00000444215,TDRD12
157683,ENSG00000173812,ENST00000462917,EIF1
159640,ENSG00000173818,ENST00000520537,ENDOV
158819,ENSG00000173821,ENST00000508628,RNF213
104544,ENSG00000173825,ENST00000309880,TIGD3
26498,ENSG00000173846,ENST00000372201,PLK3
94542,ENSG00000173848,ENST00000355029,NET1
66803,ENSG00000173852,ENST00000688296,DPY19L1
129458,ENSG00000173867,ENST00000649547,
152728,ENSG00000173868,ENST00000310544,PHOSPHO1
153771,ENSG00000173875,ENST00000446165,ZNF791
60217,ENSG00000173889,ENST00000484068,PHC3
68950,ENSG00000173890,ENST00000355897,GPR160
157784,ENSG00000173894,ENST00000310942,CBX2
102672,ENSG00000173898,ENST00000533211,SPTBN2
61056,ENSG00000173905,ENST00000470487,GOLIM4
102102,ENSG00000173914,ENST00000525754,RBM4B
94602,ENSG00000173915,ENST00000369825,ATP5MK
155801,ENSG00000173917,ENST00000504772,HOXB2
157748,ENSG00000173918,ENST00000578229,C1QTNF1
58837,ENSG00000173926,ENST00000308660,MARCHF3
152659,ENSG00000173928,ENST00000674460,SWSAP1
58940,ENSG00000173930,ENST00000310954,SLCO4C1
102089,ENSG00000173933,ENST00000396053,RBM4
23908,ENSG00000173947,ENST00000369738,PIFO
69070,ENSG00000173950,ENST00000310380,XXYLT1
22931,ENSG00000173960,ENST00000446425,UBXN2A
128165,ENSG00000173988,ENST00000674837,LRRC63
145767,ENSG00000173991,ENST00000309889,TCAP
102066,ENSG00000173992,ENST00000530384,CCS
64100,ENSG00000174004,ENST00000328557,NRROS
64106,ENSG00000174007,ENST00000409690,CEP19
96014,ENSG00000174010,ENST00000685367,KLHL15
61490,ENSG00000174013,ENST00000440469,FBXO45
34700,ENSG00000174021,ENST00000689285,GNG5
91471,ENSG00000174028,ENST00000312214,FAM3C2P
127220,ENSG00000174032,ENST00000523988,SLC25A30
96021,ENSG00000174038,ENST00000354479,C9orf131
98675,ENSG00000174080,ENST00000679160,CTSF
132398,ENSG00000174099,ENST00000355192,MSRB3
136413,ENSG00000174106,ENST00000541171,LEMD3
137195,ENSG00000174109,ENST00000442039,C16orf91
65629,ENSG00000174123,ENST00000308973,TLR10
65637,ENSG00000174125,ENST00000510552,TLR1
65647,ENSG00000174130,ENST00000508254,TLR6
59352,ENSG00000174132,ENST00000312637,FAM174A
65394,ENSG00000174137,ENST00000489029,FAM53A
28380,ENSG00000174151,ENST00000393709,CYB561D1
98599,ENSG00000174165,ENST00000534073,ZDHHC24
136069,ENSG00000174171,ENST00000653607,
29473,ENSG00000174173,ENST00000309922,TRMT10C
24887,ENSG00000174175,ENST00000426706,SELP
137605,ENSG00000174177,ENST00000564105,CTU2
134202,ENSG00000174197,ENST00000566718,MGA
135543,ENSG00000174206,ENST00000311915,KICS2
91748,ENSG00000174225,ENST00000450457,ARL13A
58443,ENSG00000174227,ENST00000504187,PIGG
129950,ENSG00000174231,ENST00000571958,PRPF8
137018,ENSG00000174233,ENST00000547260,ADCY6
133701,ENSG00000174236,ENST00000310791,REP15
137137,ENSG00000174238,ENST00000313486,PITPNA
139414,ENSG00000174243,ENST00000308025,DDX23
24906,ENSG00000174255,ENST00000482457,ZNF80
103719,ENSG00000174276,ENST00000310597,ZNHIT2
131705,ENSG00000174282,ENST00000311403,ZBTB4
136705,ENSG00000174292,ENST00000570896,TNK1
146251,ENSG00000174306,ENST00000421422,ZHX3
32462,ENSG00000174307,ENST00000367311,PHLDA3
137509,ENSG00000174326,ENST00000574600,SLC16A11
135795,ENSG00000174327,ENST00000308027,SLC16A13
58595,ENSG00000174343,ENST00000310169,CHRNA9
22891,ENSG00000174348,ENST00000673702,PODN
64950,ENSG00000174353,ENST00000436857,STAG3L3
152012,ENSG00000174365,ENST00000659148,SNHG11
104085,ENSG00000174370,ENST00000310799,KCNJ5-AS1
30027,ENSG00000174371,ENST00000519225,EXO1
130854,ENSG00000174373,ENST00000554573,RALGAPA1
64973,ENSG00000174384,ENST00000333674,PMS2P6
127720,ENSG00000174405,ENST00000611712,LIG4
65984,ENSG00000174428,ENST00000620662,GTF2IRD2B
137205,ENSG00000174437,ENST00000552636,ATP2A2
133655,ENSG00000174442,ENST00000535141,ZWILCH
133636,ENSG00000174444,ENST00000307961,RPL4
133619,ENSG00000174446,ENST00000563480,SNAPC5
149792,ENSG00000174448,ENST00000686109,STARD6
137870,ENSG00000174456,ENST00000546651,C12orf76
95150,ENSG00000174460,ENST00000310164,ZCCHC12
98566,ENSG00000174483,ENST00000526760,BBS1
129692,ENSG00000174485,ENST00000561863,DENND4A
23075,ENSG00000174500,ENST00000308910,GCSAM
30865,ENSG00000174501,ENST00000612359,ANKRD36C
24308,ENSG00000174514,ENST00000475956,MFSD4A
98556,ENSG00000174516,ENST00000618547,PELI3
161378,ENSG00000174521,ENST00000311308,TTC9B
139047,ENSG00000174527,ENST00000310903,MYO1H
29096,ENSG00000174529,ENST00000367167,TMEM81
98550,ENSG00000174547,ENST00000310999,MRPL11
59786,ENSG00000174564,ENST00000484501,IL20RB
27911,ENSG00000174574,ENST00000432648,AKIRIN1
69340,ENSG00000174579,ENST00000309993,MSL2
147035,ENSG00000174586,ENST00000311044,ZNF497
59215,ENSG00000174599,ENST00000310754,TRAM1L1
129905,ENSG00000174600,ENST00000312143,CMKLR1
24948,ENSG00000174606,ENST00000366962,ANGEL2
59190,ENSG00000174607,ENST00000310836,UGT8
137456,ENSG00000174628,ENST00000568126,IQCK
156782,ENSG00000174652,ENST00000592904,ZNF266
96762,ENSG00000174669,ENST00000357440,SLC29A2
92036,ENSG00000174672,ENST00000308219,BRSK2
140032,ENSG00000174680,ENST00000455392,GRIK1-AS1
96757,ENSG00000174684,ENST00000311181,B4GAT1
58359,ENSG00000174695,ENST00000502346,TMEM167A
59368,ENSG00000174705,ENST00000636523,SH3PXD2B
129006,ENSG00000174718,ENST00000541981,RESF1
65451,ENSG00000174720,ENST00000692075,LARP7
92576,ENSG00000174721,ENST00000311575,FGFBP3
23297,ENSG00000174738,ENST00000312521,NR1D2
96748,ENSG00000174744,ENST00000425825,BRMS1
24859,ENSG00000174748,ENST00000307839,RPL15
62978,ENSG00000174749,ENST00000309733,FAM241A
104165,ENSG00000174775,ENST00000397594,HRAS
60022,ENSG00000174780,ENST00000510663,SRP72
153422,ENSG00000174788,ENST00000598935,PCP2
96732,ENSG00000174791,ENST00000311320,RIN1
60947,ENSG00000174792,ENST00000514064,ODAPH
59114,ENSG00000174796,ENST00000506261,THAP6
59576,ENSG00000174799,ENST00000422247,CEP135
94339,ENSG00000174804,ENST00000531380,FZD4
96731,ENSG00000174807,ENST00000311330,CD248
34856,ENSG00000174827,ENST00000451928,PDZK1
