,ensembl_gene_id,ensembl_transcript_id,hgnc_symbol
44011,ENSG00000127366,ENST00000247883,TAS2R5
47309,ENSG00000127399,ENST00000323078,LRRC61
54673,ENSG00000127415,ENST00000247933,IDUA
54695,ENSG00000127418,ENST00000512562,FGFRL1
54590,ENSG00000127419,ENST00000507319,TMEM175
7243,ENSG00000127423,ENST00000538789,AUNIP
150446,ENSG00000127445,ENST00000592184,PIN1
149811,ENSG00000127452,ENST00000586651,FBXL12
18838,ENSG00000127463,ENST00000477853,EMC1
918,ENSG00000127472,ENST00000486277,PLA2G5
18572,ENSG00000127481,ENST00000375225,UBR4
19167,ENSG00000127483,ENST00000438032,HP1BP3
143766,ENSG00000127507,ENST00000315576,ADGRE2
156572,ENSG00000127511,ENST00000248054,SIN3B
145286,ENSG00000127526,ENST00000593812,SLC35E1
144318,ENSG00000127527,ENST00000594851,EPS15L1
150466,ENSG00000127528,ENST00000248071,KLF2
156592,ENSG00000127533,ENST00000248076,F2RL3
160154,ENSG00000127540,ENST00000591899,UQCR11
124831,ENSG00000127554,ENST00000248114,GFER
123507,ENSG00000127561,ENST00000563869,SYNGR3
112530,ENSG00000127564,ENST00000571102,PKMYT1
108764,ENSG00000127578,ENST00000573440,WFIKKN1
125097,ENSG00000127580,ENST00000293883,WDR24
125101,ENSG00000127585,ENST00000562648,FBXL16
110090,ENSG00000127586,ENST00000464728,CHTF18
109716,ENSG00000127588,ENST00000248150,GNG13
85594,ENSG00000127589,ENST00000518096,TUBBP1
18060,ENSG00000127603,ENST00000484793,MACF1
156816,ENSG00000127616,ENST00000643549,SMARCA4
142899,ENSG00000127663,ENST00000588337,KDM4B
160146,ENSG00000127666,ENST00000248244,TICAM1
110033,ENSG00000127720,ENST00000248306,METTL25
39991,ENSG00000127743,ENST00000518814,IL17B
125497,ENSG00000127774,ENST00000248378,EMC6
114656,ENSG00000127804,ENST00000571332,METTL16
11782,ENSG00000127824,ENST00000248437,TUBA4A
15688,ENSG00000127837,ENST00000248450,AAMP
15775,ENSG00000127838,ENST00000691799,PNKD
105751,ENSG00000127863,ENST00000248484,TNFRSF19
106231,ENSG00000127870,ENST00000468480,RNF6
80627,ENSG00000127884,ENST00000368547,ECHS1
147846,ENSG00000127903,ENST00000537055,ZNF835
50981,ENSG00000127914,ENST00000680534,AKAP9
41626,ENSG00000127920,ENST00000248564,GNG11
55599,ENSG00000127922,ENST00000356686,SEM1
53448,ENSG00000127946,ENST00000336926,HIP1
51789,ENSG00000127947,ENST00000248594,PTPN12
56169,ENSG00000127948,ENST00000453773,POR
48881,ENSG00000127951,ENST00000248598,FGL2
53545,ENSG00000127952,ENST00000248600,STYXL1
42803,ENSG00000127955,ENST00000650351,GNAI1
57242,ENSG00000127957,ENST00000394921,PMS2P3
40729,ENSG00000127980,ENST00000438045,PEX1
40607,ENSG00000127989,ENST00000454222,MTERF1
41765,ENSG00000127990,ENST00000645624,SGCE
40604,ENSG00000127993,ENST00000265732,RBM48
56410,ENSG00000127995,ENST00000447923,CASD1
151387,ENSG00000128000,ENST00000434248,ZNF780B
149413,ENSG00000128011,ENST00000248668,LRFN1
149229,ENSG00000128016,ENST00000597629,ZFP36
48203,ENSG00000128039,ENST00000679836,SRD5A3
52714,ENSG00000128040,ENST00000509707,SPINK2
42853,ENSG00000128045,ENST00000248706,RASL11B
45588,ENSG00000128050,ENST00000514888,PAICS
49462,ENSG00000128059,ENST00000264220,PPAT
144460,ENSG00000128159,ENST00000439308,TUBGCP6
148719,ENSG00000128165,ENST00000395737,ADM2
144066,ENSG00000128185,ENST00000248879,DGCR6L
143789,ENSG00000128191,ENST00000383024,DGCR8
141493,ENSG00000128203,ENST00000215906,ASPHD2
140039,ENSG00000128218,ENST00000398465,VPREB3
145511,ENSG00000128228,ENST00000248958,SDF2L1
141478,ENSG00000128245,ENST00000443669,YWHAH
149446,ENSG00000128253,ENST00000248983,RFPL2
141485,ENSG00000128254,ENST00000484682,YWHAH-AS1
147018,ENSG00000128266,ENST00000615612,GNAZ
142260,ENSG00000128268,ENST00000341184,MGAT3
141596,ENSG00000128271,ENST00000467385,ADORA2A
148347,ENSG00000128272,ENST00000404241,ATF4
149077,ENSG00000128274,ENST00000401850,A4GALT
150971,ENSG00000128283,ENST00000430687,CDC42EP1
149556,ENSG00000128284,ENST00000424878,APOL3
150322,ENSG00000128285,ENST00000381433,MCHR1
141514,ENSG00000128294,ENST00000338754,TPST2
145466,ENSG00000128298,ENST00000681084,BAIAP2L2
145325,ENSG00000128309,ENST00000401419,MPST
147064,ENSG00000128310,ENST00000249041,GALR3
150836,ENSG00000128311,ENST00000403892,TST
149841,ENSG00000128322,ENST00000249053,IGLL1
148252,ENSG00000128335,ENST00000358502,APOL2
150985,ENSG00000128340,ENST00000249071,RAC2
140266,ENSG00000128342,ENST00000249075,LIF
145345,ENSG00000128346,ENST00000403305,C22orf23
142196,ENSG00000128383,ENST00000495988,APOBEC3A
142201,ENSG00000128394,ENST00000491387,APOBEC3F
141160,ENSG00000128408,ENST00000614167,RIBC2
158260,ENSG00000128422,ENST00000311208,KRT17
111341,ENSG00000128463,ENST00000249209,EMC4
152140,ENSG00000128482,ENST00000575165,RNF112
159203,ENSG00000128487,ENST00000676570,SPECC1
53837,ENSG00000128512,ENST00000423057,DOCK4
42945,ENSG00000128513,ENST00000357628,POT1
49864,ENSG00000128524,ENST00000249289,ATP6V1F
42626,ENSG00000128534,ENST00000249299,LSM8
50638,ENSG00000128563,ENST00000477886,PRKRIP1
53816,ENSG00000128564,ENST00000249330,VGF
42759,ENSG00000128567,ENST00000446198,PODXL
54561,ENSG00000128573,ENST00000412402,FOXP2
42872,ENSG00000128578,ENST00000249344,STRIP2
40658,ENSG00000128581,ENST00000315322,IFT22
44411,ENSG00000128585,ENST00000421797,MKLN1
42383,ENSG00000128590,ENST00000249356,DNAJB9
50045,ENSG00000128591,ENST00000325888,FLNC
43265,ENSG00000128594,ENST00000249363,LRRC4
49802,ENSG00000128595,ENST00000535011,CALU
49819,ENSG00000128596,ENST00000485998,CCDC136
49870,ENSG00000128602,ENST00000249373,SMO
57078,ENSG00000128604,ENST00000652525,IRF5
55963,ENSG00000128606,ENST00000498487,LRRC17
42867,ENSG00000128607,ENST00000335420,KLHDC10
49171,ENSG00000128609,ENST00000471770,NDUFA5
50683,ENSG00000128617,ENST00000249389,OPN1SW
154833,ENSG00000128626,ENST00000308018,MRPS12
3964,ENSG00000128641,ENST00000418908,MYO1B
3761,ENSG00000128654,ENST00000420864,MTX2
5028,ENSG00000128656,ENST00000295497,CHN1
17569,ENSG00000128683,ENST00000454603,GAD1
17568,ENSG00000128692,ENST00000461070,EIF2S2P4
11891,ENSG00000128694,ENST00000264151,OSGEPL1
11899,ENSG00000128699,ENST00000392349,ORMDL1
2190,ENSG00000128708,ENST00000412731,HAT1
118194,ENSG00000128731,ENST00000261609,HERC2
113508,ENSG00000128739,ENST00000400098,SNRPN
150852,ENSG00000128789,ENST00000585853,PSMG2
143946,ENSG00000128791,ENST00000583147,TWSG1
85577,ENSG00000128805,ENST00000477708,ARHGAP22
86470,ENSG00000128815,ENST00000360890,WDFY4
105562,ENSG00000128829,ENST00000559624,EIF2AK4
114559,ENSG00000128833,ENST00000261839,MYO5C
116286,ENSG00000128872,ENST00000539962,TMOD2
118420,ENSG00000128881,ENST00000267890,TTBK2
110018,ENSG00000128886,ENST00000467869,ELL3
120875,ENSG00000128891,ENST00000560305,CCDC32
120491,ENSG00000128908,ENST00000648947,INO80
113823,ENSG00000128915,ENST00000261520,ICE2
120485,ENSG00000128917,ENST00000557876,DLL4
107206,ENSG00000128918,ENST00000249750,ALDH1A2
109682,ENSG00000128923,ENST00000316848,MINDY2
118314,ENSG00000128928,ENST00000650656,IVD
119114,ENSG00000128944,ENST00000559604,KNSTRN
117148,ENSG00000128951,ENST00000559935,DUT
120488,ENSG00000128965,ENST00000444189,CHAC1
116292,ENSG00000128973,ENST00000249806,CLN6
114583,ENSG00000128989,ENST00000249822,ARPP19
110648,ENSG00000129003,ENST00000644861,VPS13C
117440,ENSG00000129007,ENST00000540479,CALML4
107958,ENSG00000129038,ENST00000566011,LOXL1
50636,ENSG00000129048,ENST00000249887,ACKR4
51394,ENSG00000129055,ENST00000510994,ANAPC13
11659,ENSG00000129071,ENST00000429544,MBD4
80721,ENSG00000129083,ENST00000532088,COPB1
80426,ENSG00000129084,ENST00000524606,PSMA1
46851,ENSG00000129103,ENST00000395436,SUMF2
41697,ENSG00000129116,ENST00000261509,PALLD
42147,ENSG00000129128,ENST00000503362,SPCS3
70598,ENSG00000129158,ENST00000531299,SERGEF
88555,ENSG00000129167,ENST00000250018,TPH1
72114,ENSG00000129173,ENST00000527884,E2F8
48450,ENSG00000129187,ENST00000500813,DCTD
110540,ENSG00000129194,ENST00000538513,SOX15
105850,ENSG00000129195,ENST00000572447,PIMREG
126582,ENSG00000129197,ENST00000536255,RPAIN
124773,ENSG00000129204,ENST00000574788,USP6
110561,ENSG00000129214,ENST00000624152,SHBG
117071,ENSG00000129219,ENST00000263088,PLD2
110461,ENSG00000129226,ENST00000380498,CD68
106074,ENSG00000129235,ENST00000250101,TXNDC17
110633,ENSG00000129244,ENST00000577026,ATP1B2
110543,ENSG00000129245,ENST00000250113,FXR2
124748,ENSG00000129250,ENST00000320785,KIF1C
110479,ENSG00000129255,ENST00000582151,MPDU1
76083,ENSG00000129292,ENST00000395383,PHF20L1
81793,ENSG00000129295,ENST00000620350,DNAAF11
108321,ENSG00000129315,ENST00000261900,CCNT1
126229,ENSG00000129317,ENST00000344862,PUS7L
154467,ENSG00000129347,ENST00000536689,KRI1
160741,ENSG00000129351,ENST00000587928,ILF3
154495,ENSG00000129353,ENST00000590382,SLC44A2
154485,ENSG00000129354,ENST00000587069,AP1M2
154483,ENSG00000129355,ENST00000393599,CDKN2D
83263,ENSG00000129422,ENST00000544260,MTUS1
157126,ENSG00000129437,ENST00000156499,KLK14
157130,ENSG00000129450,ENST00000250360,SIGLEC9
120919,ENSG00000129460,ENST00000703256,NGDN
109469,ENSG00000129465,ENST00000216274,RIPK3
111567,ENSG00000129467,ENST00000310677,ADCY4
109717,ENSG00000129472,ENST00000397762,RAB2B
110298,ENSG00000129473,ENST00000553824,BCL2L2
107563,ENSG00000129474,ENST00000262713,AJUBA
105194,ENSG00000129480,ENST00000310850,DTD2
111394,ENSG00000129484,ENST00000429687,PARP2
118492,ENSG00000129493,ENST00000543095,HEATR5A
119101,ENSG00000129514,ENST00000250448,FOXA1
105154,ENSG00000129515,ENST00000396526,SNX6
117602,ENSG00000129518,ENST00000250454,EAPP
105477,ENSG00000129521,ENST00000250457,EGLN3
119329,ENSG00000129534,ENST00000310806,MIS18BP1
109039,ENSG00000129535,ENST00000561028,NRL
108483,ENSG00000129538,ENST00000397967,RNASE1
109417,ENSG00000129559,ENST00000396828,NEDD8
107366,ENSG00000129562,ENST00000489532,DAD1
108373,ENSG00000129566,ENST00000553365,TEP1
37513,ENSG00000129595,ENST00000507810,EPB41L4A
37456,ENSG00000129596,ENST00000250535,CDO1
42928,ENSG00000129625,ENST00000379638,REEP5
110395,ENSG00000129636,ENST00000568047,ITFG1
156943,ENSG00000129646,ENST00000532549,QRICH2
153325,ENSG00000129654,ENST00000322957,FOXJ1
151516,ENSG00000129657,ENST00000561721,SEC14L1
151446,ENSG00000129667,ENST00000590168,RHBDF2
152661,ENSG00000129673,ENST00000250615,AANAT
80372,ENSG00000129675,ENST00000370620,ARHGEF6
70774,ENSG00000129680,ENST00000370661,MAP7D3
86709,ENSG00000129691,ENST00000545394,ASH2L
75001,ENSG00000129696,ENST00000519356,TTI2
84250,ENSG00000129749,ENST00000250699,CHRNA10
88325,ENSG00000129757,ENST00000414822,CDKN1C
116,ENSG00000129810,ENST00000306698,SGO1
139729,ENSG00000129824,ENST00000250784,RPS4Y1
117972,ENSG00000129910,ENST00000289746,CDH15
153237,ENSG00000129911,ENST00000541015,KLF16
121304,ENSG00000129925,ENST00000431232,PGAP6
143518,ENSG00000129932,ENST00000672935,DOHH
158061,ENSG00000129933,ENST00000262815,MAU2
153241,ENSG00000129968,ENST00000676686,ABHD17A
149051,ENSG00000129990,ENST00000590851,SYT5
124737,ENSG00000129993,ENST00000327483,CBFA2T3
151208,ENSG00000130005,ENST00000252288,GAMT
36986,ENSG00000130021,ENST00000438499,PUDP
39696,ENSG00000130023,ENST00000592367,ERMARD
39955,ENSG00000130024,ENST00000366780,PHF10
90162,ENSG00000130035,ENST00000252318,GALNT8
72572,ENSG00000130038,ENST00000333750,CRACR2A
76017,ENSG00000130052,ENST00000488088,STARD8
71415,ENSG00000130054,ENST00000252338,NALF2
80144,ENSG00000130055,ENST00000453994,GDPD2
75996,ENSG00000130066,ENST00000379251,SAT1
79948,ENSG00000130119,ENST00000674229,GNL3L
3081,ENSG00000130147,ENST00000392011,SH3BP4
44698,ENSG00000130150,ENST00000380492,MOSPD2
161611,ENSG00000130158,ENST00000586702,DOCK6
158985,ENSG00000130159,ENST00000588998,ECSIT
150153,ENSG00000130164,ENST00000557933,LDLR
160521,ENSG00000130165,ENST00000586683,ELOF1
158771,ENSG00000130173,ENST00000616433,ANGPTL8
154290,ENSG00000130175,ENST00000676823,PRKCSH
107638,ENSG00000130177,ENST00000360383,CDC16
112673,ENSG00000130182,ENST00000576985,ZSCAN10
74252,ENSG00000130193,ENST00000336138,THEM6
156073,ENSG00000130202,ENST00000252485,NECTIN2
156086,ENSG00000130203,ENST00000446996,APOE
156079,ENSG00000130204,ENST00000589253,TOMM40
156091,ENSG00000130208,ENST00000588750,APOC1
70666,ENSG00000130222,ENST00000252506,GADD45G
83130,ENSG00000130227,ENST00000252512,XPO7
159522,ENSG00000130244,ENST00000588262,FAM98C
142811,ENSG00000130254,ENST00000252542,SAFB2
157418,ENSG00000130255,ENST00000579649,RPL36
158683,ENSG00000130270,ENST00000310127,ATP8B3
144799,ENSG00000130287,ENST00000252575,NCAN
9023,ENSG00000130294,ENST00000649096,KIF1A
144579,ENSG00000130299,ENST00000361619,GTPBP3
155252,ENSG00000130303,ENST00000527220,BST2
145921,ENSG00000130304,ENST00000600277,SLC27A1
52320,ENSG00000130305,ENST00000438747,NSUN5
145044,ENSG00000130307,ENST00000252597,USHBP1
158809,ENSG00000130309,ENST00000597147,COLGALT1
145661,ENSG00000130311,ENST00000593466,DDA1
154827,ENSG00000130312,ENST00000595444,MRPL34
154113,ENSG00000130313,ENST00000594761,PGLS
153260,ENSG00000130332,ENST00000587502,LSM7
39927,ENSG00000130338,ENST00000620026,TULP4
44824,ENSG00000130340,ENST00000614703,SNX9
42209,ENSG00000130347,ENST00000369063,RTN4IP1
42213,ENSG00000130348,ENST00000369046,QRSL1
37306,ENSG00000130349,ENST00000405204,MTRES1
46434,ENSG00000130363,ENST00000367069,RSPH3
43838,ENSG00000130368,ENST00000674077,MAS1
155542,ENSG00000130377,ENST00000591738,ACSBG2
155405,ENSG00000130382,ENST00000252674,MLLT1
56129,ENSG00000130396,ENST00000515794,AFDN
160119,ENSG00000130402,ENST00000588618,ACTN4
89915,ENSG00000130413,ENST00000473980,STK33
7165,ENSG00000130414,ENST00000419408,NDUFA10
56046,ENSG00000130429,ENST00000443222,ARPC1B
36643,ENSG00000130449,ENST00000252744,ZSWIM6
160584,ENSG00000130475,ENST00000594202,FCHO1
159023,ENSG00000130477,ENST00000519716,UNC13A
159053,ENSG00000130479,ENST00000594625,MAP1S
147685,ENSG00000130487,ENST00000648057,KLHDC7B
14471,ENSG00000130508,ENST00000252804,PXDN
151940,ENSG00000130511,ENST00000597724,SSBP4
159127,ENSG00000130513,ENST00000597765,GDF15
151929,ENSG00000130517,ENST00000604499,PGPEP1
158516,ENSG00000130518,ENST00000392413,IQCN
151923,ENSG00000130520,ENST00000593829,LSM4
151921,ENSG00000130522,ENST00000252818,JUND
148261,ENSG00000130529,ENST00000598691,TRPM4
158077,ENSG00000130544,ENST00000252840,ZNF557
149414,ENSG00000130545,ENST00000598494,CRB3
72285,ENSG00000130559,ENST00000389532,CAMSAP1
71419,ENSG00000130560,ENST00000371756,UBAC1
13257,ENSG00000130561,ENST00000447536,SAG
141821,ENSG00000130584,ENST00000245663,ZBTB46
151440,ENSG00000130589,ENST00000427522,HELZ2
141048,ENSG00000130590,ENST00000369886,SAMD10
77383,ENSG00000130592,ENST00000676039,LSP1
76463,ENSG00000130595,ENST00000278317,TNNT3
89145,ENSG00000130598,ENST00000381911,TNNI2
140842,ENSG00000130638,ENST00000252934,ATXN10
81533,ENSG00000130640,ENST00000252936,TUBGCP2
80592,ENSG00000130643,ENST00000252939,CALY
83995,ENSG00000130649,ENST00000463117,CYP2E1
73707,ENSG00000130653,ENST00000406427,PNPLA7
159572,ENSG00000130669,ENST00000602004,PAK4
52008,ENSG00000130675,ENST00000469500,MNX1
140065,ENSG00000130684,ENST00000376436,ZNF337
16288,ENSG00000130695,ENST00000640292,CEP85
148700,ENSG00000130699,ENST00000474089,TAF4
140828,ENSG00000130702,ENST00000492698,LAMA5
141450,ENSG00000130703,ENST00000615516,OSBPL2
141023,ENSG00000130706,ENST00000491935,ADRM1
80375,ENSG00000130707,ENST00000352480,ASS1
75070,ENSG00000130711,ENST00000253008,PRDM12
83575,ENSG00000130713,ENST00000491115,EXOSC2
79242,ENSG00000130714,ENST00000372228,POMT1
76103,ENSG00000130717,ENST00000372210,UCK1
158901,ENSG00000130724,ENST00000596708,CHMP2A
158896,ENSG00000130725,ENST00000253023,UBE2M
158881,ENSG00000130726,ENST00000253024,TRIM28
109932,ENSG00000130731,ENST00000338401,METTL26
152203,ENSG00000130733,ENST00000253031,YIPF2
154455,ENSG00000130734,ENST00000586417,ATG4D
76770,ENSG00000130741,ENST00000487075,EIF2S3
161138,ENSG00000130748,ENST00000253047,TMEM160
161139,ENSG00000130749,ENST00000253048,ZC3H4
161130,ENSG00000130751,ENST00000602212,NPAS1
149141,ENSG00000130755,ENST00000601387,GMFG
161336,ENSG00000130758,ENST00000253055,MAP3K10
7792,ENSG00000130764,ENST00000378251,LRRC47
725,ENSG00000130766,ENST00000253063,SESN2
5621,ENSG00000130768,ENST00000373894,SMPDL3B
684,ENSG00000130770,ENST00000497986,ATP5IF1
635,ENSG00000130772,ENST00000479574,MED18
7492,ENSG00000130775,ENST00000328928,THEMIS2
123410,ENSG00000130779,ENST00000361654,CLIP1
119276,ENSG00000130783,ENST00000392441,CCDC62
119282,ENSG00000130787,ENST00000535831,HIP1R
156521,ENSG00000130803,ENST00000360385,ZNF317
151508,ENSG00000130810,ENST00000253107,PPAN
151539,ENSG00000130811,ENST00000253108,EIF3G
161260,ENSG00000130812,ENST00000589181,ANGPTL6
151470,ENSG00000130813,ENST00000592551,SHFL
161559,ENSG00000130816,ENST00000586667,DNMT1
149735,ENSG00000130818,ENST00000253115,ZNF426
72321,ENSG00000130821,ENST00000253122,SLC6A8
71921,ENSG00000130822,ENST00000370150,PNCK
80996,ENSG00000130826,ENST00000620277,DKC1
71148,ENSG00000130827,ENST00000369682,PLXNA3
71915,ENSG00000130829,ENST00000477033,DUSP9
75399,ENSG00000130830,ENST00000369534,MPP1
154517,ENSG00000130844,ENST00000647573,ZNF331
146436,ENSG00000130856,ENST00000320610,ZNF236
160196,ENSG00000130881,ENST00000592484,LRP3
123261,ENSG00000130921,ENST00000425637,MTRFR
148241,ENSG00000130935,ENST00000581106,NOL11
903,ENSG00000130939,ENST00000253251,UBE4B
1015,ENSG00000130940,ENST00000377022,CASZ1
141177,ENSG00000130943,ENST00000253255,PKDREJ
82272,ENSG00000130950,ENST00000253262,NUTM2F
70688,ENSG00000130956,ENST00000375251,HABP4
70722,ENSG00000130958,ENST00000650065,SLC35D2
78310,ENSG00000130985,ENST00000377351,UBA1
54320,ENSG00000130997,ENST00000382865,POLN
139761,ENSG00000131002,ENST00000407724,TXLNGY
39691,ENSG00000131013,ENST00000253329,PPIL4
48570,ENSG00000131015,ENST00000367351,ULBP2
38914,ENSG00000131016,ENST00000253332,AKAP12
49928,ENSG00000131018,ENST00000478916,SYNE1
38893,ENSG00000131019,ENST00000367339,ULBP3
40223,ENSG00000131023,ENST00000543571,LATS1
148556,ENSG00000131037,ENST00000586329,EPS8L1
155887,ENSG00000131042,ENST00000314446,LILRB2
144262,ENSG00000131043,ENST00000680639,AAR2
143187,ENSG00000131051,ENST00000639702,RBM39
151585,ENSG00000131061,ENST00000342427,ZNF341
141044,ENSG00000131067,ENST00000336431,GGT7
139889,ENSG00000131069,ENST00000490046,ACSS2
69487,ENSG00000131080,ENST00000374719,EDA2R
73659,ENSG00000131089,ENST00000253401,ARHGEF9
151772,ENSG00000131094,ENST00000253407,C1QL1
151665,ENSG00000131097,ENST00000591513,HIGD1B
142331,ENSG00000131100,ENST00000253413,ATP6V1E1
157107,ENSG00000131115,ENST00000590871,ZNF227
146785,ENSG00000131116,ENST00000300811,ZNF428
37257,ENSG00000131127,ENST00000240499,ZNF141
124842,ENSG00000131143,ENST00000565078,COX4I1
124836,ENSG00000131148,ENST00000595980,EMC8
111512,ENSG00000131149,ENST00000637419,GSE1
111591,ENSG00000131152,ENST00000568879,
111416,ENSG00000131153,ENST00000253462,GINS2
116787,ENSG00000131165,ENST00000676275,CHMP1A
70057,ENSG00000131171,ENST00000373212,SH3BGRL
71712,ENSG00000131174,ENST00000373335,COX7B
40999,ENSG00000131183,ENST00000504577,SLC34A1
50852,ENSG00000131187,ENST00000696200,F12
41089,ENSG00000131188,ENST00000507881,PRR7
146332,ENSG00000131196,ENST00000253506,NFATC1
81225,ENSG00000131203,ENST00000518804,IDO1
10538,ENSG00000131236,ENST00000372797,CAP1
8453,ENSG00000131238,ENST00000642050,PPT1
157818,ENSG00000131242,ENST00000621161,RAB11FIP4
72358,ENSG00000131263,ENST00000332687,RLIM
74183,ENSG00000131269,ENST00000373394,ABCB7
120420,ENSG00000131323,ENST00000392745,TRAF3
156626,ENSG00000131351,ENST00000253669,HAUS8
143938,ENSG00000131355,ENST00000443157,ADGRE3
15961,ENSG00000131368,ENST00000695375,MRPS25
8744,ENSG00000131370,ENST00000383791,SH3BP5
8798,ENSG00000131373,ENST00000321169,HACL1
14746,ENSG00000131374,ENST00000253692,TBC1D5
8698,ENSG00000131375,ENST00000418994,CAPN7
421,ENSG00000131378,ENST00000607320,RFTN1
49,ENSG00000131379,ENST00000253697,C3orf20
16026,ENSG00000131381,ENST00000253699,RBSN
11406,ENSG00000131389,ENST00000622810,SLC6A6
157336,ENSG00000131398,ENST00000376959,KCNC3
157367,ENSG00000131400,ENST00000253719,NAPSA
161502,ENSG00000131401,ENST00000531692,NAPSB
157340,ENSG00000131408,ENST00000600355,NR1H2
150032,ENSG00000131409,ENST00000599957,LRRC4B
45370,ENSG00000131435,ENST00000463615,PDLIM4
45031,ENSG00000131437,ENST00000378746,KIF3A
43196,ENSG00000131446,ENST00000333055,MGAT1
39241,ENSG00000131459,ENST00000253778,GFPT2
155178,ENSG00000131462,ENST00000681490,TUBG1
158554,ENSG00000131467,ENST00000592458,PSME3
149740,ENSG00000131469,ENST00000589037,RPL27
154252,ENSG00000131470,ENST00000393795,PSMC3IP
144792,ENSG00000131471,ENST00000308423,AOC3
158051,ENSG00000131473,ENST00000590151,ACLY
155220,ENSG00000131475,ENST00000253794,VPS25
145750,ENSG00000131480,ENST00000253799,AOC2
42649,ENSG00000131495,ENST00000510680,NDUFA2
42576,ENSG00000131503,ENST00000616482,ANKHD1
49546,ENSG00000131504,ENST00000476339,DIAPH1
38752,ENSG00000131507,ENST00000253814,NDFIP1
52747,ENSG00000131508,ENST00000511725,UBE2D2
57564,ENSG00000131558,ENST00000393161,EXOC4
21197,ENSG00000131584,ENST00000492936,ACAP3
12220,ENSG00000131591,ENST00000379339,C1orf159
88913,ENSG00000131620,ENST00000531349,ANO1
83738,ENSG00000131626,ENST00000253925,PPFIA1
109192,ENSG00000131634,ENST00000253934,TMEM204
112519,ENSG00000131650,ENST00000572045,KREMEN2
112605,ENSG00000131652,ENST00000576143,THOC6
108943,ENSG00000131653,ENST00000565383,TRAF7
70869,ENSG00000131668,ENST00000253968,BARX1
70900,ENSG00000131669,ENST00000375446,NINJ1
286,ENSG00000131686,ENST00000549778,CA6
506,ENSG00000131697,ENST00000460696,NPHP4
37843,ENSG00000131711,ENST00000512974,MAP1B
70924,ENSG00000131724,ENST00000652600,IL13RA1
70444,ENSG00000131725,ENST00000254029,WDR44
36759,ENSG00000131730,ENST00000254035,CKMT2
54829,ENSG00000131732,ENST00000407610,ZCCHC9
144775,ENSG00000131746,ENST00000394072,TNS4
147455,ENSG00000131747,ENST00000423485,TOP2A
144924,ENSG00000131748,ENST00000336308,STARD3
144528,ENSG00000131759,ENST00000577646,RARA
73983,ENSG00000131773,ENST00000355849,KHDRBS3
16728,ENSG00000131778,ENST00000652587,CHD1L
15849,ENSG00000131779,ENST00000428634,PEX11B
3187,ENSG00000131781,ENST00000527849,FMO5
17812,ENSG00000131788,ENST00000472114,PIAS3
20153,ENSG00000131791,ENST00000254101,PRKAB2
123993,ENSG00000131797,ENST00000254109,CLUHP3
80688,ENSG00000131828,ENST00000540249,PDHA1
36014,ENSG00000131831,ENST00000415486,RAI2
48391,ENSG00000131844,ENST00000505787,MCCC2
152330,ENSG00000131845,ENST00000443917,ZNF304
156894,ENSG00000131848,ENST00000391713,ZSCAN5A
158227,ENSG00000131849,ENST00000254166,ZNF132
114617,ENSG00000131871,ENST00000398226,SELENOS
114650,ENSG00000131873,ENST00000254190,CHSY1
118811,ENSG00000131876,ENST00000254193,SNRPA1
158314,ENSG00000131899,ENST00000316843,LLGL1
70655,ENSG00000131931,ENST00000254250,THAP1
146795,ENSG00000131941,ENST00000254260,RHPN2
158691,ENSG00000131943,ENST00000323670,C19orf12
161039,ENSG00000131944,ENST00000254262,FAAP24
107061,ENSG00000131966,ENST00000545307,ACTR10
108894,ENSG00000131979,ENST00000395514,GCH1
112347,ENSG00000131981,ENST00000553493,LGALS3
156711,ENSG00000132000,ENST00000587954,PODNL1
153368,ENSG00000132002,ENST00000676577,DNAJB1
158795,ENSG00000132003,ENST00000590508,ZSWIM4
153837,ENSG00000132004,ENST00000587296,FBXW9
154173,ENSG00000132005,ENST00000254325,RFX1
156376,ENSG00000132010,ENST00000600335,ZNF20
158675,ENSG00000132016,ENST00000588115,BRME1
158615,ENSG00000132017,ENST00000254337,DCAF15
155526,ENSG00000132024,ENST00000318003,CC2D1A
283,ENSG00000132031,ENST00000407540,MATN3
70457,ENSG00000132109,ENST00000533692,TRIM21
1913,ENSG00000132122,ENST00000371847,SPATA6
16789,ENSG00000132128,ENST00000496156,LRRC41
143279,ENSG00000132141,ENST00000421975,CCT6B
9685,ENSG00000132153,ENST00000472718,DHX30
16488,ENSG00000132155,ENST00000688543,RAF1
10286,ENSG00000132170,ENST00000397010,PPARG
14431,ENSG00000132182,ENST00000254508,NUP210
11580,ENSG00000132185,ENST00000350710,FCRLA
18043,ENSG00000132196,ENST00000485405,HSD17B7
148605,ENSG00000132199,ENST00000647584,ENOSF1
146158,ENSG00000132205,ENST00000254528,EMILIN2
114131,ENSG00000132207,ENST00000565081,SLX1A
87295,ENSG00000132254,ENST00000614314,ARFIP2
87281,ENSG00000132256,ENST00000380034,TRIM5
70543,ENSG00000132259,ENST00000533426,CNGA4
91124,ENSG00000132274,ENST00000460454,TRIM22
84923,ENSG00000132275,ENST00000254605,RRP8
87305,ENSG00000132286,ENST00000528908,TIMM10B
81246,ENSG00000132294,ENST00000254624,EFR3A
4627,ENSG00000132300,ENST00000409326,PTCD3
13542,ENSG00000132305,ENST00000254636,IMMT
4647,ENSG00000132313,ENST00000254644,MRPL35
4725,ENSG00000132323,ENST00000465131,ILKAP
