,1921.stim,2921..stim,966.stim,921.unstim,921..unstim,6966.unstim
ENSG00000227232,6.976937352,7.229427178,7.464364704,7.279174508,7.481751774,7.983944723
ENSG00000278267,6.253970968,6.248855168,6.747660324,6.367314084,6.512108865,7.013284027
ENSG00000238009,6.395906702,6.248855168,5.889425093,6.47063773,6.190960507,5.684002536
ENSG00000268903,5.684002536,5.967778528,6.224787199,5.684002536,6.068066365,6.247764386
ENSG00000269981,5.90063054,5.684002536,6.09381558,5.684002536,5.955976396,6.181888762
ENSG00000241860,5.90063054,5.684002536,6.1850857,5.965133095,5.955976396,6.061164679
ENSG00000279457,7.616115848,8.17615051,8.169119405,8.172524516,8.379870558,8.762238257
ENSG00000228463,5.990074363,5.884823932,6.1850857,5.684002536,5.876459265,6.181888762
ENSG00000237094,6.058513389,6.212790155,6.141806269,6.127464679,6.258007383,6.247764386
ENSG00000225972,11.78081394,10.50677296,6.470497404,11.26307722,10.25953935,6.648622343
ENSG00000225630,9.200668475,8.846320707,9.625005649,9.106935663,8.458863811,9.68655441
ENSG00000237973,10.2597235,10.16260678,10.76269971,10.29817962,9.825163512,11.14822619
ENSG00000229344,6.783863247,6.742434788,6.973103253,6.815726725,6.553389672,7.070329505
ENSG00000248527,13.07690357,12.77826679,13.31508739,13.19963636,12.50174748,13.3945007
ENSG00000198744,6.589028203,6.42775076,6.65176035,6.494239099,6.490586911,6.613438665
ENSG00000228327,7.008371982,7.66190564,7.357237747,7.719175082,7.818941308,7.697566564
ENSG00000237491,6.783863247,7.065877391,6.588566513,6.750116171,6.825527417,6.730710078
ENSG00000230092,6.589028203,6.524755774,6.543505487,6.660760119,6.39735457,6.333626357
ENSG00000177757,6.564302067,6.373645091,6.444439246,6.697601493,6.611488554,6.306399962
ENSG00000228794,10.80003276,10.03090775,10.11779611,10.07754081,9.729970665,9.271473828
ENSG00000225880,6.893841624,6.630803293,6.729296722,6.494239099,6.764940439,6.631216698
ENSG00000230699,6.783863247,7.250958948,5.684002536,7.386453441,7.768583868,5.684002536
ENSG00000187634,5.90063054,6.031277264,6.1850857,5.88294886,6.225570687,5.951075045
ENSG00000188976,14.17688877,13.45309952,13.50715936,12.07175836,12.28019602,11.78537061
ENSG00000187961,8.861952343,9.507359863,8.9974855,9.112095208,9.646333552,9.69738255
ENSG00000187583,9.183347483,10.94346098,9.149765,8.951380825,10.1807192,9.306346911
ENSG00000187642,7.895088061,9.493377,7.907325983,7.630627916,8.594081877,7.779897193
ENSG00000188290,7.826900175,7.871702827,7.783261763,6.207898878,6.716722661,6.247764386
ENSG00000187608,12.24645469,12.81828074,10.99315333,11.38592691,11.73969966,11.58996621
ENSG00000224969,5.990074363,5.884823932,6.039207632,5.88294886,5.955976396,6.648622343
ENSG00000188157,12.35854219,12.98611457,12.54682546,10.16768602,11.24779181,11.00043792
ENSG00000217801,10.0555974,9.349899578,10.58661905,8.017265392,7.755682037,8.719927717
ENSG00000273443,8.035060855,7.805482473,7.996322445,6.697601493,6.512108865,6.538124066
ENSG00000237330,6.058513389,5.684002536,6.328775079,5.684002536,5.684002536,5.684002536
ENSG00000131591,10.31478485,10.04600007,10.23012539,9.29543888,9.424610147,9.209937396
ENSG00000162571,6.702601238,6.501690324,6.29618768,6.028044969,6.258007383,5.951075045
ENSG00000186891,15.61672583,15.02294512,15.44092162,12.16577428,12.46621025,11.9771668
ENSG00000186827,16.17296752,15.91730788,15.73484295,10.81946452,12.12340059,10.89051943
ENSG00000078808,15.44996276,14.88003079,15.04302233,14.16931959,14.0097743,13.99676102
ENSG00000176022,13.63958307,12.56534604,13.18526332,11.63016895,11.30953454,11.45615339
ENSG00000184163,7.097417641,6.959946634,6.783310397,6.697601493,6.648035044,6.333626357
ENSG00000260179,5.990074363,6.131617921,6.039207632,6.080957172,6.225570687,6.181888762
ENSG00000160087,12.94033025,12.5562922,12.45751431,12.20220908,12.09648338,11.82456008
ENSG00000230415,5.90063054,5.684002536,5.97426954,6.080957172,5.876459265,6.061164679
ENSG00000162572,6.456536923,6.669639609,6.566358688,6.815726725,6.882481134,7.235072749
ENSG00000131584,10.73952875,10.89889129,10.49658459,10.53016449,10.859426,10.77588783
ENSG00000169972,10.43601581,10.04326778,9.97207266,9.639647162,9.722137637,9.277690321
ENSG00000127054,12.89793285,12.56249307,12.61156148,12.48129574,12.45259583,12.26511824
ENSG00000240731,6.723616076,7.11513236,7.169694823,6.799753109,7.221593391,7.047877537
ENSG00000224051,10.74050926,10.40838902,10.47661183,11.80738601,11.34046199,11.65347627
ENSG00000169962,6.564302067,6.688413461,6.566358688,6.962464962,7.138185896,7.47647053
ENSG00000107404,12.15719261,11.58557253,11.97357599,11.0165802,10.85157208,11.19575309
ENSG00000162576,7.826900175,7.852187155,7.8536359,7.761248167,7.85546885,7.767568808
ENSG00000175756,12.85493021,12.31517948,12.22367129,12.38896083,12.40390719,11.72376053
ENSG00000221978,11.26534929,11.59491241,11.52557092,11.06356799,11.48124871,11.5411766
ENSG00000224870,11.21617334,10.83644778,10.85674928,10.77497194,10.79461719,10.71799135
ENSG00000242485,12.84812922,12.33982707,12.23152412,11.69126597,11.77559179,11.34830154
ENSG00000272455,7.834654733,7.669480445,7.367382609,7.289343419,7.513583969,7.19611196
ENSG00000235098,6.893841624,6.706789986,5.684002536,7.299424067,7.270765703,5.684002536
ENSG00000225905,6.363389184,6.212790155,5.684002536,6.169412848,6.317676649,5.684002536
ENSG00000179403,6.960853961,7.053203711,6.882792392,6.799753109,7.559841695,7.697566564
ENSG00000215915,6.166599461,6.084680694,6.29618768,5.88294886,5.955976396,6.215893106
ENSG00000160072,12.201625,11.56528455,11.95889181,9.302212789,10.00878592,9.454416179
ENSG00000197785,12.77208093,12.06132036,12.32902298,10.42605882,10.81679023,10.15408565
ENSG00000205090,6.212174677,6.54713893,6.261649895,6.560863378,6.764940439,7.024941639
ENSG00000160075,13.34574173,12.81788206,12.73137031,13.19422029,12.87273487,12.78967615
ENSG00000215014,6.803098542,6.759740468,6.800631988,6.420943357,6.733084126,6.576674769
ENSG00000228594,10.83165956,10.14742578,10.12727474,12.28578857,10.93839515,12.08114409
ENSG00000272106,8.929566625,8.322189837,8.632480642,8.999590361,8.130872403,9.049393537
ENSG00000197530,9.705234867,9.851926576,10.09727166,10.68850892,10.39156144,11.16498392
ENSG00000189409,5.684002536,5.684002536,6.224787199,5.88294886,5.684002536,6.215893106
ENSG00000248333,12.27276632,12.15363265,11.95775604,11.9768035,12.11835456,11.54203194
ENSG00000272004,6.292768387,6.031277264,5.97426954,6.243638289,5.876459265,6.105385029
ENSG00000189339,11.4847407,11.87533591,11.32403678,13.03384246,12.68595455,12.84251923
ENSG00000269737,7.280808201,7.714006087,7.108056957,8.110437882,8.202158372,7.868806353
ENSG00000215914,6.116049387,5.884823932,5.889425093,6.080957172,6.225570687,5.684002536
ENSG00000008128,9.737112515,9.797791879,9.964534469,9.574148348,9.720565877,9.867207984
ENSG00000268575,6.976937352,7.323304791,7.029164777,8.274770044,7.948172854,8.156142167
ENSG00000227775,7.787417984,8.255980109,9.026948849,9.048905196,8.994222049,10.39500048
ENSG00000215790,7.256358691,7.491261269,7.716476488,8.255877763,8.125983609,8.909096449
ENSG00000008130,12.85560854,12.16151041,12.64557777,12.2061015,12.29920668,12.08613661
ENSG00000078369,15.604638,15.14118713,15.2229155,15.3364221,15.05291891,14.83365788
ENSG00000231050,6.116049387,5.884823932,6.519953428,5.88294886,6.016855862,6.384711672
ENSG00000178821,7.652269891,6.212790155,7.37744155,6.243638289,6.225570687,6.181888762
ENSG00000067606,6.42689428,6.314537953,8.455716192,6.948726543,6.764940439,9.527405698
ENSG00000182873,6.564302067,6.501690324,6.417368493,6.783502176,6.923122811,7.059162446
ENSG00000162585,11.57375077,11.07145971,10.97903454,11.98414606,11.47243392,11.43466624
ENSG00000157933,13.03280031,12.61254301,12.76940867,13.82936952,13.22046179,13.41121096
ENSG00000116151,7.687419832,7.878143939,7.783261763,7.726283697,8.197520944,7.897146648
ENSG00000269896,6.253970968,6.524755774,5.97426954,6.539296354,6.854423589,6.538124066
ENSG00000272420,5.684002536,6.031277264,5.684002536,5.684002536,5.876459265,6.215893106
ENSG00000157916,12.75932936,12.49177236,12.54380127,12.49408683,12.64773701,12.25393988
ENSG00000157911,10.47661411,10.20232243,10.48610717,9.49766915,9.545111518,9.655157727
ENSG00000149527,7.292841883,7.615478856,7.84676719,9.018973132,9.140864352,10.09692051
ENSG00000224387,5.684002536,5.967778528,6.09381558,5.965133095,6.190960507,6.408808821
ENSG00000229393,6.058513389,5.884823932,5.684002536,6.080957172,5.955976396,6.613438665
ENSG00000157881,11.01540055,11.20129544,10.81384582,11.53194599,11.38317028,11.50522491
ENSG00000272449,9.311043716,7.922368337,8.740171859,9.317894358,8.002973448,9.367820483
ENSG00000238164,9.783636974,11.2339503,9.809862002,11.1007291,11.80987592,11.00602983
ENSG00000157873,12.66366993,12.7933517,12.83313774,13.02928703,12.78480298,13.35745523
ENSG00000225931,6.116049387,6.373645091,6.224787199,6.394675016,6.592587141,6.247764386
ENSG00000228037,6.702601238,6.959946634,7.228105426,7.183355729,6.987415522,7.623498462
ENSG00000157870,10.30553215,10.18632009,10.13669124,11.84282222,11.11337034,11.74099531
ENSG00000215912,6.253970968,6.45326313,6.543505487,6.679377489,6.6299629,6.538124066
ENSG00000162591,7.139328814,6.857301121,7.181621936,8.709640535,7.380925468,9.739894358
ENSG00000238260,5.90063054,6.031277264,6.09381558,6.622249602,6.445528701,6.791331717
ENSG00000158109,11.1732668,10.69933898,11.44517314,12.89422043,11.71984586,13.01703325
ENSG00000116213,11.4534078,11.07546981,11.17623353,10.86792892,10.92007937,10.65133702
ENSG00000078900,9.600779501,10.73104972,8.59729743,10.37370606,11.16727271,8.292240009
ENSG00000227589,6.058513389,5.684002536,5.889425093,5.965133095,6.153695847,5.684002536
ENSG00000227372,9.868795826,9.6794505,10.23639376,10.47359181,10.03680837,10.73080968
ENSG00000235169,6.329109341,6.373645091,6.141806269,6.660760119,6.258007383,6.76152374
ENSG00000130764,12.33311343,12.09461869,12.23559076,11.9725909,11.9383902,12.00503573
ENSG00000266075,5.990074363,6.131617921,6.141806269,6.028044969,6.068066365,6.277846683
ENSG00000272153,6.723616076,7.053203711,6.898421453,6.732952317,6.825527417,7.309232511
ENSG00000116198,11.60367694,11.25413758,11.36574723,11.51321362,11.17415714,11.42588823
ENSG00000169598,8.358402111,8.768181076,8.589356807,8.895476675,8.871167846,8.997455795
ENSG00000198912,10.71579406,10.65891538,10.6060993,10.35005311,10.53584538,10.48145524
ENSG00000236423,6.363389184,6.669639609,6.729296722,6.948726543,7.012048757,6.746248139
ENSG00000131697,9.940657278,9.79128655,9.966045278,10.51187589,10.1519035,9.788429636
ENSG00000069424,13.50121497,13.7204143,13.25194412,15.22265357,14.97895731,14.99854868
ENSG00000116254,6.42689428,6.212790155,6.1850857,6.127464679,6.345379965,6.277846683
ENSG00000116251,14.35550886,13.76586913,14.05511906,14.02932734,13.39062301,13.85867266
ENSG00000226944,6.564302067,6.524755774,6.913807781,6.581851957,6.6299629,7.225457147
ENSG00000158286,8.580304206,9.652767125,9.209967938,8.35227154,9.078104711,8.296411718
ENSG00000116237,12.44612331,12.47138369,11.90097831,12.5803521,12.86672985,11.80474217
ENSG00000225077,6.589028203,6.706789986,6.1850857,6.877073352,7.221593391,6.454566232
ENSG00000158292,8.933037022,9.497386093,9.964534469,7.575956066,8.252152251,8.898327913
ENSG00000097021,11.5211208,11.78316117,11.20907005,11.08649954,12.12931458,10.2452817
ENSG00000069812,5.990074363,6.248855168,6.29618768,6.127464679,7.92560161,6.432068258
ENSG00000187017,7.480638824,7.865229889,7.677812868,9.644972392,8.839380332,9.42302253
ENSG00000215788,11.98724376,11.07212884,12.43999937,11.07409628,10.21008692,11.10082136
ENSG00000171680,8.379177967,7.400868365,9.047214097,7.873522563,7.201314945,9.056660029
ENSG00000162408,11.35829921,11.10715511,11.40183643,10.01185462,10.43428267,10.36337368
ENSG00000229519,6.329109341,6.248855168,6.359695104,6.080957172,6.258007383,6.061164679
ENSG00000204859,9.770222703,9.773243104,9.673967905,9.742560118,10.1201194,9.760686236
ENSG00000162413,12.39974522,12.54163852,12.51757957,13.62034989,12.53464889,14.19672564
ENSG00000116273,11.47594176,11.0827928,11.71764923,11.34359347,10.89459567,11.19085213
ENSG00000041988,9.890203669,9.632878166,9.630741402,10.00083909,9.823700861,10.05910358
ENSG00000007923,11.68583641,11.43248789,11.43105375,10.31271581,10.76982598,10.25053181
ENSG00000237436,6.744146361,6.131617921,6.495641101,6.47063773,6.288621095,6.47636798
ENSG00000171735,11.08727799,10.30392036,10.67042719,10.10222388,9.95639074,9.717277234
ENSG00000049245,10.9693174,10.83092217,11.15259598,11.01794419,11.03169952,11.22428106
ENSG00000269925,6.292768387,6.501690324,6.417368493,6.243638289,6.225570687,6.384711672
ENSG00000049246,9.398571555,9.546572858,11.69646897,9.240054529,9.109831736,10.64497683
ENSG00000236266,6.65898947,6.759740468,6.747660324,6.539296354,6.68306074,6.631216698
ENSG00000049247,10.52864413,10.1397747,6.141806269,10.31382792,10.0790679,5.951075045
ENSG00000049249,15.34542799,15.22990089,15.34711528,7.41410121,9.674217679,7.404089643
ENSG00000116288,14.35878212,14.05754037,14.23953089,13.2477777,13.24667556,13.02760399
ENSG00000200344,6.116049387,5.967778528,6.09381558,5.965133095,5.684002536,6.061164679
ENSG00000116285,8.755986368,8.0239852,8.54485433,6.517105505,6.733084126,7.235072749
ENSG00000162426,6.166599461,5.967778528,6.65176035,6.27712853,6.113084811,6.927788386
ENSG00000142599,13.73200149,12.52975875,13.66983443,12.51233802,12.09103912,12.54461916
ENSG00000232912,6.058513389,5.884823932,6.09381558,6.27712853,6.153695847,6.333626357
ENSG00000074800,18.20559861,17.74124151,17.45553368,16.80251066,17.18266838,16.05292934
ENSG00000236269,6.744146361,6.973792233,6.671805153,6.243638289,6.39735457,6.277846683
ENSG00000230679,6.538771651,6.212790155,6.610175878,6.127464679,6.190960507,6.145279158
ENSG00000238249,5.684002536,6.084680694,5.97426954,6.028044969,6.190960507,6.010865934
ENSG00000131686,6.840428876,6.131617921,6.29618768,6.539296354,6.016855862,6.277846683
ENSG00000142583,5.684002536,6.248855168,5.889425093,5.684002536,7.241516373,5.872985945
ENSG00000180758,8.173778946,8.836787517,7.933370513,8.883419567,9.309854744,9.12043386
ENSG00000228526,6.803098542,7.313240997,7.015428915,7.976927759,7.695964939,8.094732902
ENSG00000234546,6.484984805,6.131617921,6.328775079,7.432185783,6.974876107,7.145433807
ENSG00000281937,5.684002536,5.684002536,5.684002536,6.169412848,6.153695847,5.872985945
ENSG00000049239,11.43051603,12.08735873,12.58851151,12.23540406,12.34972335,13.00064173
ENSG00000171621,9.839745623,10.79245025,11.00126458,9.846289765,9.786640904,9.738397612
ENSG00000171612,11.53643558,10.63101884,11.14729013,9.960183792,9.182742134,9.5802185
ENSG00000231181,5.990074363,6.42775076,6.495641101,6.169412848,6.068066365,6.306399962
ENSG00000188807,12.39290734,11.59258311,11.81661736,10.2101255,10.26600632,10.02640217
ENSG00000171608,14.39562829,15.14198359,13.97263178,15.10820696,15.10196844,14.78627094
ENSG00000179840,7.008371982,6.917242183,6.65176035,6.602302164,6.810744174,6.454566232
ENSG00000233268,5.684002536,6.084680694,5.684002536,6.028044969,6.016855862,5.872985945
ENSG00000231789,6.253970968,6.282649104,6.444439246,6.308732116,6.113084811,6.595266154
ENSG00000171603,13.01023253,13.18191783,13.10033443,15.14828127,14.30087691,14.99582067
ENSG00000178585,8.708003015,8.298909877,8.201170648,10.22675651,9.932174026,9.970187971
ENSG00000162441,10.92516454,10.53715798,10.85593615,10.58090865,10.4570613,10.38453529
ENSG00000228150,6.803098542,6.688413461,7.015428915,6.47063773,6.468412658,6.454566232
ENSG00000173614,8.787086635,8.862067232,9.351347338,9.048905196,9.227869168,9.419283333
ENSG00000202415,6.292768387,6.282649104,6.09381558,6.127464679,5.955976396,6.061164679
ENSG00000130939,11.43536565,11.53697469,11.25788677,12.26813868,11.93940043,12.36297468
ENSG00000054523,12.39757304,11.84434756,12.16189271,11.24862876,11.25754764,11.30561895
ENSG00000199562,5.990074363,6.212790155,6.1850857,5.684002536,5.955976396,6.010865934
ENSG00000142657,13.50453462,13.77790951,13.23219888,13.32552437,14.11685044,12.5010873
ENSG00000271989,5.990074363,6.084680694,5.889425093,5.684002536,6.190960507,5.872985945
ENSG00000251503,6.212174677,6.373645091,6.495641101,6.080957172,6.153695847,6.181888762
ENSG00000175279,8.220885935,8.294205979,8.190570878,8.131452364,8.256607406,7.798172195
ENSG00000241563,6.116049387,6.173951857,5.889425093,6.028044969,5.876459265,6.181888762
ENSG00000160049,11.96436257,11.72777851,12.0990671,11.08844823,11.14816921,11.43466624
ENSG00000142655,11.18555389,10.9071663,11.19435397,10.880732,10.86865304,10.90389484
ENSG00000130940,10.95587545,10.49483661,10.86889147,10.58919477,10.33015367,9.739894358
ENSG00000272078,7.351217946,7.282518329,7.510093222,6.86209826,6.987415522,6.91496693
ENSG00000120948,12.85854433,12.66335756,12.57549016,12.16300421,12.39116624,11.77740328
ENSG00000009724,6.613014956,6.793400613,7.029164777,6.84688864,7.012048757,7.412349589
ENSG00000271895,6.395906702,6.610686002,6.63122822,6.602302164,6.592587141,7.235072749
ENSG00000116649,14.46816543,13.02790733,14.00570033,11.72588494,11.16612211,11.71960847
ENSG00000171824,11.8627394,12.00639038,11.90805197,11.85164246,12.03700937,11.67546933
ENSG00000226849,6.212174677,6.173951857,6.09381558,6.127464679,6.068066365,6.247764386
ENSG00000230337,6.538771651,6.809784147,6.470497404,6.697601493,7.012048757,6.432068258
ENSG00000198793,12.27581061,12.27420652,12.37398915,12.40884232,12.38672956,12.18471315
ENSG00000120942,12.98482792,11.62303101,12.70611893,10.58275413,10.4739117,10.28368599
ENSG00000238199,6.058513389,5.884823932,5.97426954,5.88294886,5.955976396,6.105385029
ENSG00000204624,6.116049387,5.967778528,6.039207632,5.965133095,6.016855862,6.181888762
ENSG00000116661,9.520548326,6.825887558,10.40610806,10.22320889,7.261098343,11.01653349
ENSG00000132879,9.64977762,8.2656374,9.655334001,10.1290206,9.048173933,10.67650048
ENSG00000116663,11.68074062,11.07012053,10.76789683,10.28916068,10.63321271,9.644004111
ENSG00000116670,11.5211208,11.36366302,11.00933043,10.84043495,11.57307801,10.30099304
ENSG00000162490,7.449562012,7.677010328,7.193423498,7.348563625,8.723683323,7.52244044
ENSG00000177674,10.35377854,10.43049272,9.841501296,11.57287679,12.0224648,11.27815761
ENSG00000177000,9.932084002,10.02538006,9.867613802,11.30221947,11.20193214,11.35172072
ENSG00000011021,8.283104028,8.973425437,8.511569387,9.192193917,9.499960089,9.546369898
ENSG00000242349,5.684002536,5.967778528,6.141806269,6.27712853,6.068066365,6.145279158
ENSG00000175206,5.90063054,5.684002536,5.97426954,6.127464679,6.016855862,6.105385029
ENSG00000199347,6.613014956,5.884823932,6.328775079,5.684002536,5.876459265,5.684002536
ENSG00000201801,6.484984805,6.131617921,6.224787199,5.88294886,5.684002536,5.951075045
ENSG00000116685,12.511288,12.43960221,11.97170173,13.06087698,12.87502432,12.73107889
ENSG00000083444,11.06944693,11.14389837,10.59931116,10.47060426,11.31213732,10.06627052
ENSG00000116688,13.84071673,13.31866765,13.70545243,12.70046804,12.8194149,12.58231047
ENSG00000270914,6.166599461,5.967778528,5.889425093,6.028044969,5.876459265,5.951075045
ENSG00000116691,12.93691556,12.28318811,12.66008041,12.10324769,11.70685207,11.55268111
ENSG00000202461,6.212174677,6.42775076,6.359695104,6.080957172,6.113084811,6.181888762
ENSG00000120949,14.00808593,13.03341222,14.23976449,8.815194184,10.8400712,8.829092775
ENSG00000201135,6.212174677,5.884823932,6.09381558,5.684002536,5.684002536,5.684002536
ENSG00000028137,16.25136804,16.34328279,15.94455909,15.51005691,15.64969264,15.25668053
ENSG00000263676,5.990074363,6.031277264,5.684002536,5.684002536,5.876459265,6.105385029
ENSG00000048707,11.94196456,11.76258932,12.48536598,12.41532284,12.12369686,12.89315973
ENSG00000239149,5.90063054,6.401249615,6.328775079,6.127464679,6.153695847,6.454566232
ENSG00000229484,5.684002536,5.967778528,5.889425093,6.080957172,5.876459265,6.145279158
ENSG00000162496,13.52158922,11.88336121,12.5193768,12.81546799,12.114782,12.57229955
ENSG00000221340,6.116049387,5.967778528,6.09381558,6.080957172,5.876459265,5.951075045
ENSG00000276830,5.684002536,5.884823932,5.97426954,5.965133095,5.955976396,6.145279158
ENSG00000272482,7.083081387,6.630803293,6.943888843,6.815726725,6.810744174,6.901978847
ENSG00000179172,6.058513389,6.344798264,6.29618768,6.207898878,6.016855862,6.010865934
ENSG00000275774,5.990074363,6.031277264,5.97426954,5.965133095,5.684002536,5.872985945
ENSG00000162493,5.684002536,6.212790155,5.684002536,5.88294886,6.190960507,5.684002536
ENSG00000116731,11.83777713,11.90191504,12.04554756,12.02777171,11.83723417,12.38506602
ENSG00000189337,6.42689428,6.314537953,6.76565878,5.965133095,6.39735457,6.010865934
ENSG00000175147,5.684002536,6.031277264,5.97426954,7.138009865,6.288621095,6.76152374
ENSG00000171729,10.08062584,7.977133164,9.580250274,11.42036522,8.500458599,10.08403294
ENSG00000142621,6.636318847,6.825887558,7.492006268,7.053848227,6.749152272,7.186158302
ENSG00000228140,6.840428876,7.728509612,8.830153605,6.207898878,6.700053429,6.576674769
ENSG00000142634,15.66202255,15.86124525,15.52264543,14.59741398,15.46619498,14.23066812
ENSG00000162438,5.90063054,5.684002536,5.889425093,5.88294886,5.876459265,6.247764386
ENSG00000215704,5.90063054,5.884823932,5.684002536,6.028044969,5.955976396,6.105385029
ENSG00000132906,10.72869889,11.22675733,10.15269161,10.97082844,11.12821834,10.36337368
ENSG00000116138,10.83991641,10.67926904,10.94043803,10.54064737,10.47577184,10.6062141
ENSG00000116771,10.97265838,10.95511699,10.44124944,8.192602327,8.809845786,7.908313738
ENSG00000237301,6.212174677,6.314537953,6.519953428,6.028044969,6.068066365,6.010865934
ENSG00000235084,6.65898947,6.344798264,6.359695104,6.338722966,6.258007383,6.595266154
ENSG00000197312,12.53858045,12.09428948,12.28170243,11.39224992,11.41305824,11.86442314
ENSG00000116786,12.56481311,12.67330914,12.48326277,12.53560552,12.59828251,12.47535331
ENSG00000237938,6.636318847,6.610686002,6.691392152,6.581851957,6.490586911,7.0014953
ENSG00000162461,6.329109341,6.759740468,6.495641101,6.420943357,6.6299629,6.805884279
ENSG00000224321,5.90063054,5.684002536,6.09381558,5.88294886,5.955976396,6.010865934
ENSG00000233954,8.525756499,8.231533164,7.887448786,8.089090142,8.164607047,7.691008793
ENSG00000178715,7.192847831,6.56889203,6.224787199,6.766961136,6.371894938,6.181888762
ENSG00000179743,9.311043716,8.685431549,8.722185871,8.988394019,8.726853471,8.747273531
ENSG00000065526,13.74645893,14.02423358,14.14616297,12.8583334,12.82233814,12.91031484
ENSG00000116809,10.84539479,11.59118372,10.94426805,10.6721362,11.08015607,10.65133702
ENSG00000173641,5.684002536,6.084680694,5.684002536,5.684002536,6.592587141,5.684002536
ENSG00000232456,6.723616076,5.967778528,7.261762395,6.169412848,5.684002536,6.061164679
ENSG00000185519,8.497657278,6.501690324,9.294538505,6.84688864,6.288621095,6.333626357
ENSG00000142627,5.684002536,6.131617921,5.97426954,5.88294886,6.258007383,5.684002536
ENSG00000142632,9.363179299,8.979201616,9.958475276,8.187610691,8.809845786,9.183673689
ENSG00000237276,6.783863247,6.282649104,6.747660324,7.279174508,6.68306074,7.38739697
ENSG00000132881,8.74414368,8.445731465,8.898848461,9.265706924,9.147930343,9.683445553
ENSG00000037637,11.15574003,11.20068369,11.0274957,11.01384834,11.14700325,10.90522557
ENSG00000055070,14.79575434,14.33869919,14.48400031,13.64040222,13.74774662,13.24969713
ENSG00000226457,5.684002536,5.967778528,6.039207632,5.965133095,5.876459265,6.061164679
ENSG00000187144,5.990074363,5.967778528,5.97426954,5.88294886,6.016855862,5.872985945
ENSG00000157191,13.04415155,13.09952369,13.06719508,13.62393518,13.28505796,13.54038503
ENSG00000226029,6.564302067,6.724790586,6.691392152,7.216199683,6.923122811,7.404089643
ENSG00000080947,6.292768387,6.724790586,6.817639033,7.329153927,7.261098343,7.957427188
ENSG00000261135,6.058513389,5.684002536,5.889425093,6.028044969,5.876459265,6.105385029
ENSG00000219481,8.008222006,7.323304791,8.921022064,8.417200244,7.675422832,9.916980016
ENSG00000215908,8.850973389,9.667060142,9.237883118,9.49766915,9.951044459,10.03981499
ENSG00000186301,5.90063054,6.031277264,5.97426954,6.207898878,6.345379965,6.714897443
ENSG00000236698,7.038889162,6.56889203,6.958600472,6.338722966,6.153695847,6.408808821
ENSG00000058453,8.571360276,8.717038286,9.044336765,10.71735075,9.875438291,11.29956148
ENSG00000186715,5.684002536,5.884823932,5.889425093,5.684002536,6.068066365,6.277846683
ENSG00000228549,5.684002536,5.967778528,5.889425093,6.028044969,5.876459265,6.359686744
ENSG00000238142,5.684002536,6.212790155,5.97426954,5.684002536,6.421868569,6.277846683
ENSG00000207005,6.292768387,5.684002536,6.359695104,6.028044969,5.684002536,6.010865934
ENSG00000226526,6.166599461,5.884823932,6.1850857,6.127464679,5.876459265,5.872985945
ENSG00000159363,12.31875376,12.04982151,11.93754187,12.84783169,12.80489394,12.42385816
ENSG00000117118,11.9614242,11.59723796,11.41403634,11.28419862,11.2461594,10.85790249
ENSG00000117115,5.684002536,6.401249615,5.684002536,5.965133095,6.795725336,6.333626357
ENSG00000159339,5.684002536,6.742434788,5.684002536,5.684002536,8.334411065,5.684002536
ENSG00000179051,15.06274581,15.15079484,14.92886195,13.03502115,13.5678504,12.41314785
ENSG00000074964,5.684002536,7.250958948,5.889425093,5.684002536,8.671959442,5.684002536
ENSG00000117154,5.684002536,6.373645091,5.684002536,5.684002536,6.573231087,5.684002536
ENSG00000159423,7.865220157,7.965157478,8.616953185,8.454738035,9.258626771,8.156142167
ENSG00000169991,10.4041782,10.49782999,11.70732329,11.54713642,11.15398494,11.35172072
ENSG00000272084,6.858561078,6.902594549,7.14545079,6.602302164,6.987415522,6.820214893
ENSG00000127481,13.56343318,13.79340314,13.99798741,14.11907604,13.59801368,14.30508934
ENSG00000230424,6.723616076,6.887727591,6.729296722,6.948726543,6.764940439,6.940448491
ENSG00000127463,13.31861099,12.65868988,13.16556125,11.6158328,11.76878763,11.68866042
ENSG00000053372,13.75884036,13.15376214,13.26041205,9.919806319,10.6206607,9.766571763
ENSG00000162482,5.90063054,5.884823932,5.97426954,6.080957172,5.876459265,6.010865934
ENSG00000270728,5.90063054,6.248855168,6.1850857,6.338722966,6.421868569,6.595266154
ENSG00000053371,9.891973315,10.36423001,10.34014021,11.6916932,11.52811819,11.72262933
ENSG00000040487,10.19389566,10.22418943,9.111829097,10.08798543,10.24215053,9.886244335
ENSG00000077549,14.32986575,14.19036419,13.91509281,14.98223549,14.81193581,14.48654569
ENSG00000173436,10.19818872,9.783113139,10.15003722,9.869197713,9.947021634,10.01656807
ENSG00000226396,6.42689428,6.45326313,6.800631988,6.27712853,6.445528701,6.714897443
ENSG00000158747,10.03493559,10.20232243,10.07224881,9.657321393,9.999753746,9.312413273
ENSG00000162542,9.658130335,10.21329751,9.990004398,10.56699156,10.71499493,10.50096062
ENSG00000169914,8.858302197,9.408607281,9.699654429,8.874308539,9.117053609,9.639197245
ENSG00000127472,5.684002536,7.000937974,5.889425093,5.684002536,7.689154318,5.684002536
ENSG00000117215,5.684002536,5.884823932,5.684002536,5.684002536,6.258007383,5.684002536
ENSG00000158786,5.90063054,5.967778528,5.889425093,5.965133095,6.068066365,5.684002536
